NOID	Author	Title	Alternative title	Year	
gm80hx81x	DePasquale, Paul W.	The anxiety of contact: representations of the Amerindian in early modern English colonial writings, c. 1576-1622	Representations of the Amerindian, c. 1576-1622	1999
0r967598w	Golberg, Maria Grace.	Uncertainty: fathering in neonatal intensive care	Uncertainty, fathering in neonatal ICU.	1999
vx021g99q	McIntosh, Sandy F.	New wine in old wineskins: the application of current literary theory to Biblical narrative texts	Application of current literary theory to Biblical narrative texts	1997
qn59q607k	Wittmeier, Carmen Ruth.	A half-closed book: abjection in John Berrymans The Dream Songs	Abjection in John Berrymans The Dream Songs	1999
v979v524c	Ronaasen, Sheree L.	Cultural ecology and functionalism: social theory framed by a colonial context	Functionalism and cultural ecology.	1993
v979v524c	Ronaasen, Sheree L.	Cultural ecology and functionalism: social theory framed by a colonial context	Social theory framed by a colonial political context.	1993
z316q376p	Paolillo, Andrea.	Self-love and self-negation in Wordsworth and Leopardi: a typological study	Self-love and self-negation in Wordsworth & Leopardi	1973
1831cn40t	Monder, Dayadeep S.	Real-time optimization of gasoline blending with uncertain parameters	Gasoline blending RTO with uncertain param.	2001
rv042w17x	Grant, Steven Lloyd.	Geochemical, radiogenic tracer isotopic, and U-Pb geochronological studies of Yukon Tanana terrane rocks from the Money Klippe, southeastern Yukon, Canada	Geochemical & isotopic study of ytt, se Yukon.	1997
5425kc910	Caswell, Cynthia Ann.	Relational processing theory and instructional design: designing writing resource materials for ESL teachers and students	Designing writing resource materials for ESL teachers and students.	1999
6t053j435	Richardson, George Hiram Walter.	The death of the good Canadian: teachers, national identities, and the social studies curriculum	National identity and the social studies.	1998
6t053j435	Richardson, George Hiram Walter.	The death of the good Canadian: teachers, national identities, and the social studies curriculum	Teachers, national identities, and the social studies curriculum.	1998
6m311r29k	Petruskevich, Joni.	Silence, suicide, and sacrifice: women in classical drama	Women in classical drama	1997
7w62fb45k	Koutsouki Koskina, Demetra	The effect of instruction on tracking performance at two levels of skill: a knowledge based approach	Knowledge based approach to tracking skill.	1986
8336h399g	Neufeldt, Bradley.	Cultural confusions: oral/literary narrative negotiations in Tracks and Ravensong	Oral/literary narrative negotiations in Tracks and Ravensong	1997
00000250m	Volume, Carlyn Iris.	Bridging the gap: a process of weight loss with anorexiant therapy	Process of weight loss with anorexiant therapy	1998
79408065g	Burgess, David Olen	Morphometric comparisons between Rogen terrain and hummocky terrain	Morphometric comps./Rogen & hummocky terrain	1994
bv73c238f	Watkins, Elise Marie.	Effects of solar ultraviolet radiation on epilithic metabolism, pigment and community composition in a clear-water boreal lake	Effects of UVR on a boreal lake	2000
v979v559g	Walker, Nancy Carol.	The relationship between method of pain management during labour and birth outcomes	Pain management during labour & birth outcomes.	1997
6m311r17s	Zutter, Cynthia Marnie.	The cultural landscape of Iceland: a millennium of human transformation and environmental change	Millennium of human transformation and environmental change.	1997
b5644v38n	McKenzie, Marianne Christina.	Carbonates of the Upper Devonian Leduc Formation, southwestern Peace River Arch, Alberta: indications for tectonically induced fluid flow	Indications for tectonically induced fluid flow	1999
b5644v38n	McKenzie, Marianne Christina.	Carbonates of the Upper Devonian Leduc Formation, southwestern Peace River Arch, Alberta: indications for tectonically induced fluid flow	PRA Leduc FM: indications for tectonically induced fluid flow	1999
5d86p287c	Kim, Sunny Yoo-Sun.	Childrens perceptions of teachers disciplinary methods in the classroom	Childrens perceptions of discipline	1986
5425kd19g	Steilo, Carol Lynn.	School principals and secretaries responses to conflict	Principals secretaries conflict responses.	1997
b5644v04t	Vézina, Jennifer Lynn.	Stratigraphy and sedimentology of the Pleistocene Ironshore Formation at Rogers Wreck Point, Grand Cayman: a 400 ka record of sea-level highstands	400 ka record of sea-level highstands	1997
b5644v04t	Vézina, Jennifer Lynn.	Stratigraphy and sedimentology of the Pleistocene Ironshore Formation at Rogers Wreck Point, Grand Cayman: a 400 ka record of sea-level highstands	Four hundred ka record of sea-level highstands	1997
wh246v74p	Li, Ge.	Anti-amyloid protein monoclonal antibodies for diagnostics and theraputics [i.e. therapeutics] of alzheimers disease	Anti-amyloid protein monoclonal antibodies for diagnostics and therapeutics of alzheimers disease	2002
wh246v74p	Li, Ge.	Anti-amyloid protein monoclonal antibodies for diagnostics and theraputics [i.e. therapeutics] of alzheimers disease	Anti-amyloid therapy in alzheimers disease	2002
rv042x03s	Mutch, Lisa Yvonne.	Climate, environment and culture change: creating a palaeotemperature record for northern Iceland	Creating a palaeotemperature record for northern Iceland	1997
6682x590k	Kamau, Oliver K.	Mapping gender politics in African drama: three plays of Tess Onwueme	Three plays of Tess Onwueme	1999
1544br57r	Steinhauer, Patricia J.	Ininisiwin ekasispohtahk watichkwanihk ohci: (The inherent wisdom carries on from the roots)	Inherent wisdom carries on from the roots.	1999
1831cn52m	Wickman, Grant Raymond.	Role of protein kinase C in cerebrovascular spasm	Role of PKC in cerebrovascular spasm	2001
2801pj29g	O'Malley, Robert Christopher.	Variability in foraging and food processing techniques among white-faced capuchins (Cebus capucinus) in Santa Rosa National Park, Costa Rica	Variability in capuchin food processing	2002
db78tf81z	Morrison, Norman Alexander.	Investigation of foundation deformation using in situ pressure probe	Foundation investigation using pressuremeter	1972
000002169	Hegan, Richard Lawrence.	Is the tragedy of the commons possible?: investigating factors preventing the dissipation of common pool fuelwood rents in Zimbabwe	Common pool fuelwood rents in Zimbabwe	2000
df65vb21r	Groeneveld, Leanne Michelle.	The medieval theatre of cruelty: Antonin Artaud Corpus Christi drama	Antonin Artaud and Corpus Christi drama	1997
b5644t820	Conrad, Diane H.	Exploring media advertising through drama with inner city students	Exploring media advertising through drama.	2001
df65v984t	Robertshaw, Conne D.	Electromyographic activity of back muscles during erect unsupported sitting with varying seat heights	EMG activity of back muscles during sitting.	1982
794080892	Miller, Trevor Allan.	Agronomic and quality performance of three doubled haploid lines derived from a Brassica napus/Brassica rapa interspecific cross	Evaluation of DH lines from B. napus/B. rapa cross	2001
fb494c011	Luski, Michael Gordon.	Harold Adams Innis: the bias of history	Bias of history	1998
1544br71k	Faust, Anthony Augustine.	A search for MSSM Higgs Bosons using the OPAL detector at LEP	Search for MSSM Higgs Bosons at OPAL	1999
df65vb328	Hemani, Hafiza.	The history of nursing in Pakistan: a struggle for professional recognition	Struggle for professional recognition.	1996
8336h383k	McKay, Donald Gordon.	Utilization of energy substrates by ruminants exposed to cold	Util. of subst. by ruminants exposed to cold	1947
8336h4019	Wankiewicz, Patricia Mary.	Sedimentation in Sunwapta Lake, Jasper National Park, Alberta	Sedimentation in Sunwapta Lake	1979
fb494b57p	Prather, Margaret Colleen.	Recent and fossil diatom assemblages from lakes in central and northern Alberta: ecological and paleoecological inferences	Diatom assemblages from lakes in Alberta	1999
37720g10q	Moledina, Kabir Hussein.	Studies on properties of potato granules and their processing techniques	Studies on potato granules and processes	1979
8623j102t	Darian, Bahman K.	Gauge fields in homogeneous and inhomogeneous cosmologies	Gauge fields in cosmology	1997
df65vb52r	Flores, Jorge.	A statistical analysis of steady gas flow and the development of a mathematical model for transient radial gas flow through porous media	Steady and transient radial gas flow	1973
1831cm90t	Green, Joyce Audry.	Exploring identity and citizenship: aboriginal women, Bill C-31 and the Sawridge case	Aboriginal women, Bill C-31 and the Sawridge case	1997
1544br75p	Komar, Debra	Forensic taphonomy in a cold climate region: a field study in central Alberta and a potential new method of determining time since death	Field study in central Alberta and a potential new method of determing time since death	1999
8623j0754	Abdel-Monem, Hanan Ahmed Fahmy.	Chronic allograft nephropathy, ultrastructural changes in peritubular capillaries and their correlation with renal function	Chronic transplant nephropathy	1999
ff365769q	Kidd, Karen Ann	Use of stable nitrogen isotope ratios to characterize food web structure and organochlorine accumulation in subarctic lakes in Yukon Territory	Organochlorines and 15n subarctic food webs.	1996
ff365770g	Rousseau, Nadia	Description and evaluation of a French immersion learning disabilities program	French immersion LD program.	1998
df65vb221	Domsky, Darren.	Is syntax intrinsic to physics?: an examination of John Searles attack on cognitivism	Examination of John Searles attack on cognitivism	1998
6682x608t	Bagu, John Randy.	Structural, functional, and thermodynamic studies of protein phosphatase-1 inhibitors	Studies of protein phosphatase-1 inhibitors	1999
2801pj63s	Edgerton, Jason.	Separation-individuation in young adulthood: attachment patterns, family cohesion, and mental health considerations	Attachment and separation-individuation.	1997
2801pj63s	Edgerton, Jason.	Separation-individuation in young adulthood: attachment patterns, family cohesion, and mental health considerations	Attachment patterns, family cohesion, and mental health considerations.	1997
8336h370h	Sark, Jody C. A.	Measuring clients emotional experience in counselling	Measuring emotional experiencing.	2000
2801pj36w	Holden, William B.	An investigation of neurofeedback training with alcoholics of Canadian aboriginal ancestry	Neurofeedback with aboriginal alcoholics.	1997
6682x5835	Wytinck, Sonya Marie.	Water management in northern Thailand: a case study of the Mae Taeng Irrigation Project	Case study of the Mae Taeng Irrigation Project	1997
