Column 1	LCSH	Column 2	Column 3	blank
Survival	http://id.loc.gov/authorities/subjects/sh85130882	lcsh	http://example.org/1346340#Topic650-23	
Survival at sea	http://id.loc.gov/authorities/subjects/sh2011000669	lcsh	http://example.org/1346340#Topic650-24	
Serbian literature--20th century--History and criticism	http://id.loc.gov/authorities/subjects/sh2008111536	lcsh	http://example.org/1368337#Topic650-21	
Land use, Rural--Canada		lcsh	http://example.org/1340028#Topic650-22	
Urbanization--Canada	http://id.loc.gov/authorities/subjects/sh2010117568	lcsh	http://example.org/1340028#Topic650-23	
Language and education	http://id.loc.gov/authorities/subjects/sh85074515	lcsh	http://example.org/1312765#Topic650-22	
Land use, Urban--British Columbia--Vancouver		lcsh	http://example.org/1340029#Topic650-22	
Land use, Rural--British Columbia--Victoria		lcsh	http://example.org/1340030#Topic650-22	
Meissen porcelain	http://id.loc.gov/authorities/subjects/sh85083347	lcsh	http://example.org/1306716#Topic650-24	
Porcelain--19th century--Germany		lcsh	http://example.org/1306716#Topic650-25	
Reformation and art--Germany		lcsh	http://example.org/1313855#Topic650-22	
Christian art and symbolism--Renaissance, 1450-1600--Germany		lcsh	http://example.org/1313855#Topic650-23	
Christianity and art--Catholic Church--History--16th century		lcsh	http://example.org/1313855#Topic650-24	
Equipment and supplies	http://id.loc.gov/authorities/subjects/sh87002492	mesh	http://example.org/1313296#Topic650-22	
Orthopedic Equipment		mesh	http://example.org/1313296#Topic650-23	
People with disabilities	http://id.loc.gov/authorities/subjects/sh85058663	lcsh	http://example.org/1313296#Topic650-24	
Orthopedic apparatus	http://id.loc.gov/authorities/subjects/sh85095801	lcsh	http://example.org/1313296#Topic650-25	
Walking	http://id.loc.gov/authorities/subjects/sh85144900	lcsh	http://example.org/1313296#Topic650-26	
Walkers (Orthopedic apparatus)	http://id.loc.gov/authorities/subjects/sh85144898	lcsh	http://example.org/1313296#Topic650-27	
Welding--Study and teaching		lcsh	http://example.org/1304572#Topic650-26	
Whaling--Russia (Federation)--Chukchi ASS R		lcsh	http://example.org/1359618#Topic650-19	
Eskimos--Russia (Federation)--Chukchi ASSR		cash	http://example.org/1359618#Topic650-20	
Yuit Eskimos--Russia (Federation)--Chukchi ASS R--Food		lcsh	http://example.org/1359618#Topic650-21	
Yuit Eskimos--Russia (Federation)--Chukchi ASS R--Hunting		lcsh	http://example.org/1359618#Topic650-22	
Yuit Eskimos--Russia (Federation)--Chukchi ASS R--Economic conditions		lcsh	http://example.org/1359618#Topic650-23	
Child sexual abuse--Prevention--Juvenile films		lcsh	http://example.org/1372048#Topic650-20	
Kidnapping--Prevention--Juvenile films		lcsh	http://example.org/1372048#Topic650-21	
Safety education	http://id.loc.gov/authorities/subjects/sh85116442	lcsh	http://example.org/1372048#Topic650-22	
Children--Life skills guides--Juvenile films		lcsh	http://example.org/1372048#Topic650-23	
Child abuse--Prevention--Juvenile films		lcsh	http://example.org/1372048#Topic650-24	
Women in development	http://id.loc.gov/authorities/subjects/sh86000607	lcsh	http://example.org/1399229#Topic650-17	
Women--Nigeria--Social conditions--Congresses		lcsh	http://example.org/1325012#Topic650-23	
Women--Psychology	http://id.loc.gov/authorities/subjects/sh85147333	lcsh	http://example.org/1309836#Topic650-24	
Feminism	http://id.loc.gov/authorities/subjects/sh85047741	lcsh	http://example.org/1309836#Topic650-25	
Sexism	http://id.loc.gov/authorities/subjects/sh85120678	lcsh	http://example.org/1309836#Topic650-26	
Women--Congresses	http://id.loc.gov/authorities/subjects/sh85147283	lcsh	http://example.org/1002490#Topic650-23	
Feminism--Congresses	http://id.loc.gov/authorities/subjects/sh2008103676	lcsh	http://example.org/1002490#Topic650-24	
Women's studies--Congresses	http://id.loc.gov/authorities/subjects/sh2010118704	lcsh	http://example.org/1002490#Topic650-25	
Feminism--Israel--Congresses		lcsh	http://example.org/1002490#Topic650-26	
Women authors	http://id.loc.gov/authorities/subjects/sh85147456	lcsh	http://example.org/1312814#Topic650-21	
Authorship	http://id.loc.gov/authorities/subjects/sh00006049	lcsh	http://example.org/1312814#Topic650-22	
Feminism and literature	http://id.loc.gov/authorities/subjects/sh85047747	lcsh	http://example.org/1312814#Topic650-23	
Women publishers	http://id.loc.gov/authorities/subjects/sh85147695	lcsh	http://example.org/1312814#Topic650-24	
Women in the book industries and trade--United States		lcsh	http://example.org/1312814#Topic650-25	
Self-publishing	http://id.loc.gov/authorities/subjects/sh85119787	lcsh	http://example.org/1312814#Topic650-26	
Cooperative societies--Spain		lcsh	http://example.org/1370422#Topic650-20	
Cooperative societies--France	http://id.loc.gov/authorities/subjects/sh2009121837	lcsh	http://example.org/1370422#Topic650-21	
Cooperative societies--Great Britain	http://id.loc.gov/authorities/subjects/sh2009121851	lcsh	http://example.org/1370422#Topic650-22	
Employee ownership--Spain		lcsh	http://example.org/1370422#Topic650-23	
Employee ownership--France		lcsh	http://example.org/1370422#Topic650-24	
Employee ownership--Great Britain		lcsh	http://example.org/1370422#Topic650-25	
Working class--Ohio--Cincinnati--History--19th century		lcsh	http://example.org/1338355#Topic650-26	
Working class--Ohio--Cincinnati--History--18th century		lcsh	http://example.org/1338355#Topic650-27	
Industrial relations--Ohio--Cincinnati--History		lcsh	http://example.org/1338355#Topic650-28	
Artists' books--England	http://id.loc.gov/authorities/subjects/sh2009115977	lcsh	http://example.org/1314114#Topic650-21	
