Column 1	mach_ID_Per	VIAF-ID	score	VIAF	match_ID-cor	score-c	org	Column 3	Column 4
Roskam, Edward Elias Charles Iben	49319609	49319609	1.0	Roskam, Edward Elias Charles Iben			Person		http://example.org/1012223#Agent700-19
Howland, John L	113894263	113894263	0.9375	Howland, John L			Person		http://example.org/1036755#Agent100-11
Grobe, Charles A	271767648	271767648	0.9411764705882353	Grobe, Charles A			Person		http://example.org/1036755#Agent700-20
Read, Ronald C	229285086	229285086	0.9333333333333333	Read, Ronald C			Person		http://example.org/1057462#Agent100-12
McReynolds, William Peter, 1935-				McReynolds, William Peter, 1935-			Person		http://example.org/1069062#Agent100-14
Yntema, Theodore Otte, 1900-	112208643	112208643	0.875	Yntema, Theodore Otte, 1900-			Person		http://example.org/1007506#Agent100-10
Schaefer, Marvin, 1943-	234880546	234880546	1.0	Schaefer, Marvin, 1943-			Person		http://example.org/1020893#Agent100-11
Evitts, William J., 1942-	62977821	62977821	1.0	Evitts, William J., 1942-			Person		http://example.org/1057713#Agent100-13
Hamel, Guy F. Claude, 1935-	50852699	50852699	1.0	Hamel, Guy F. Claude, 1935-			Person		http://example.org/1023509#Agent100-9
Mason, Philip	20966038	20966038	1.0	Mason, Philip			Person		http://example.org/1053596#Agent100-13
India. Army		125448041	;	India. Army	125448041	1.0	Jurisdiction		http://example.org/1053596#Agent610-21
Urquhart, Clara	20454398	20454398	0.9375	Urquhart, Clara			Person		http://example.org/1042053#Agent100-12
Moraes, Dom, 1938-2004	98066623	98066623	1.0	Moraes, Dom, 1938-2004			Person		http://example.org/1058878#Agent100-11
Brown, Ivor John Carnegie, 1891-1974	19805970	19805970	1.0	Brown, Ivor John Carnegie, 1891-1974			Person		http://example.org/1004957#Agent100-11
Shakespeare, William, 1564-1616	96994048	96994048	0.96875	Shakespeare, William, 1564-1616			Person		http://example.org/1004957#Agent600-20
Shakespeare, William, 1564-1616	96994048	96994048	0.96875	Shakespeare, William, 1564-1616			Person		http://example.org/1004957#Agent600-21
Shakespeare, William, 1564-1616	96994048	96994048	0.96875	Shakespeare, William, 1564-1616			Person		http://example.org/1004957#Agent600-22
Shakespeare, William, 1564-1616	96994048	96994048	0.96875	Shakespeare, William, 1564-1616			Person		http://example.org/1004957#Agent600-23
Fearon, George	91427282	91427282	0.9333333333333333	Fearon, George			Person		http://example.org/1004957#Agent700-24
Birkby, Phyllis	66109664	66109664	1.0	Birkby, Phyllis			Person		http://example.org/1029912#Agent700-21
Stolpe, Hjalmar, 1841-1905	57388293	57388293	1.0	Stolpe, Hjalmar, 1841-1905			Person		http://example.org/101931#Agent100-12
Dodd, William Edward, 1869-1940	3262013	3262013	1.0	Dodd, William Edward, 1869-1940			Person		http://example.org/1066260#Agent100-12
Dodd, William Edward, 1869-1940	3262013	3262013	1.0	Dodd, William Edward, 1869-1940			Person		http://example.org/1066260#Agent600-21
Dodd, William E. (William Edward), 1905-	42298769	42298769	1.0	Dodd, William E. (William Edward), 1905-			Person		http://example.org/1066260#Agent700-26
Dodd, Martha, 1908-1990	52597984	52597984	1.0	Dodd, Martha, 1908-1990			Person		http://example.org/1066260#Agent700-27
Trager, James	14868546	14868546	1.0	Trager, James			Person		http://example.org/1076036#Agent100-12
Ringger, Kurt	42376703	42376703	1.0	Ringger, Kurt			Person		http://example.org/1060440#Agent100-10
Goldoni, Carlo, 1707-1793	44299511	44299511	0.9615384615384616	Goldoni, Carlo, 1707-1793			Person		http://example.org/1060440#Agent600-19
Stanford, William Bedell	79047045	79047045	1.0	Stanford, William Bedell			Person		http://example.org/10376#Agent100-10
Kooij, Jan G	5057279	5057279	0.9230769230769231	Kooij, Jan G			Person		http://example.org/1089533#Agent100-13
Descévole	32006101	32006101	0.8888888888888888	Descévole			Person		http://example.org/1006054#Agent100-9
Kane, Hamidou	76317641	76317641	1.0	Kane, Hamidou			Person		http://example.org/1039224#Agent100-11
Weinstein, James, 1926-2005	116097597	116097597	1.0	Weinstein, James, 1926-2005			Person		http://example.org/103181#Agent100-12
Schlesinger, Joseph A			;	Schlesinger, Joseph A			Person		http://example.org/1045761#Agent100-14
Stansky, Peter, 1932-	2594763	2594763	0.9523809523809523	Stansky, Peter, 1932-			Person		http://example.org/1046417#Agent100-11
Liberal Party (Great Britain)		140653165	;	Liberal Party (Great Britain)	140653165	1.0	Organization		http://example.org/1046417#Agent610-19
Tapp, June Louin, 1929-	75315933	75315933	1.0	Tapp, June Louin, 1929- 			Person		http://example.org/1026298#Agent100-13
Krinsky, Fred, 1924-1997	45546772	45546772	1.0	Krinsky, Fred, 1924-1997			Person		http://example.org/1026298#Agent700-25
Varaigne, Philippe	61553419	61553419	1.0	Varaigne, Philippe			Person		http://example.org/1011824#Agent100-12
Rowley, George			;	Rowley, George			Person		http://example.org/1086784#Agent100-10
Lorenzetti, Ambrogio, 14th century				Lorenzetti, Ambrogio, 14th century			Person		http://example.org/1086784#Agent600-18
Duval, Yves-Marie	59082052	59082052	0.9444444444444444	Duval, Yves-Marie			Person		http://example.org/1066982#Agent100-12
Ambrose, Saint, Bishop of Milan, -397	100227669	100227669	1.0	Ambrose, Saint, Bishop of Milan, -397			Person		http://example.org/1066982#Agent600-21
Gottlieb, Gunther, 1935-	230124406	230124406	0.8571428571428571	Gottlieb, Gunther, 1935-			Person		http://example.org/1019507#Agent100-10
Ambrose, Saint, Bishop of Milan, -397	100227669	100227669	1.0	Ambrose, Saint, Bishop of Milan, -397			Person		http://example.org/1019507#Agent600-20
Gratian, Emperor of Rome, 359-383	57409191	57409191	1.0	Gratian, Emperor of Rome, 359-383			Person		http://example.org/1019507#Agent600-21
Sorenson, Lois				Sorenson, Lois			Person		http://example.org/1040429#Agent100-11
Ulrich, Patricia G				Ulrich, Patricia G			Person		http://example.org/1040429#Agent700-21
Sister Kenny Institute		158254824		Sister Kenny Institute	158254824	1.0	Organization		http://example.org/1040429#Agent710-22
Capell, Peter T	29256916	29256916	0.9375	Capell, Peter T			Person		http://example.org/100294#Agent100-11
Case, David B	55449717	55449717	0.9285714285714286	Case, David B			Person		http://example.org/100294#Agent700-22
Smith, N. H			;	Smith, N. H			Person		http://example.org/1032167#Agent100-9
Canada. Committee on Community Health Centre Project		151192471		Canada. Committee on Community Health Centre Project	151192471	1.0	Jurisdiction		http://example.org/1032167#Agent810-19
Walker, George F			;	Walker, George F			Person		http://example.org/1009010#Agent100-9
Sergio, Lisa, 1905-			;	Sergio, Lisa, 1905-			Person		http://example.org/1031781#Agent100-13
Phillips, Lena Madesin, 1881-1955	2055821	2055821	1.0	Phillips, Lena Madesin, 1881-1955			Person		http://example.org/1031781#Agent600-21
Ayres, Leonard Porter, 1879-1946	71769132	71769132	1.0	Ayres, Leonard Porter, 1879-1946			Person		http://example.org/1064595#Agent100-10
Modigliani, Amedeo, 1884-1920	17232808	17232808	1.0	Modigliani, Amedeo, 1884-1920			Person		http://example.org/1085789#Agent100-12
Werner, Alfred, 1911-1979	56619941	56619941	0.9615384615384616	Werner, Alfred, 1911-1979			Person		http://example.org/1085789#Agent700-23
McDayter, Walt, 1938-	92158182	92158182	1.0	McDayter, Walt, 1938-			Person		http://example.org/1027079#Agent100-19
Riddell, William Renwick, 1852-1945	69291416	69291416	1.0	Riddell, William Renwick, 1852-1945			Person		http://example.org/103674#Agent100-10
Hunter, James			;	Hunter, James			Person		http://example.org/103674#Agent600-19
Sumner, Cyrus				Sumner, Cyrus			Person		http://example.org/103674#Agent600-20
Wassén, Henry, 1908-	59253867	59253867	1.0	Wassén, Henry, 1908-			Person		http://example.org/106531#Agent100-10
Bondeson, Wolmar	100149196530974792334	100149196530974792334	1.0	Bondeson, Wolmar			Person		http://example.org/106531#Agent700-23
Wilson, Geoffrey			;	Wilson, Geoffrey			Person		http://example.org/101161#Agent100-12
Legrand, cit., 1737-1800	29652951	29652951	1.0	Legrand, cit., 1737-1800			Person		http://example.org/101161#Agent600-21
Giovanni, fra			;	Giovanni, fra			Person		http://example.org/1020543#Agent100-9
Séguin, Jeanne d'Arc				Séguin, Jeanne d'Arc			Person		http://example.org/1075798#Agent100-9
Lozeau, Albert, 1878-1924	32038738	32038738	1.0	Lozeau, Albert, 1878-1924			Person		http://example.org/1075798#Agent600-19
Taylor, Welford Dunaway	12350205	12350205	1.0	Taylor, Welford Dunaway			Person		http://example.org/10981#Agent100-10
Rives, Amélie, 1863-1945	8194582	8194582	1.0	Rives, Amélie, 1863-1945			Person		http://example.org/10981#Agent600-19
Carter, Mary Arkley	94644957	94644957	1.0	Carter, Mary Arkley			Person		http://example.org/1027618#Agent100-11
Ronning, Chester, 1894-1984	24729740	24729740	1.0	Ronning, Chester, 1894-1984			Person		http://example.org/1036547#Agent100-18
Hamilton, Walter, 1844-1899	49499507	49499507	1.0	Hamilton, Walter, 1844-1899			Person		http://example.org/1084751#Agent100-10
Cruikshank, George, 1792-1878	69915118	69915118	1.0	Cruikshank, George, 1792-1878			Person		http://example.org/1084751#Agent600-18
Bewick, Thomas, 1753-1828	2629144	2629144	1.0	Bewick, Thomas, 1753-1828			Person		http://example.org/1087450#Agent100-10
Robertson, Dennis Holme, Sir, 1890-1963	68992972	68992972	0.975	Robertson, Dennis Holme, Sir, 1890-1963			Person		http://example.org/1017033#Agent100-11
American Bar Association. Special Constitutional Study Committee				American Bar Association. Special Constitutional Study Committee			Organization		http://example.org/1078734#Agent110-11
Lowitt, Richard, 1922-	108922175	108922175	0.8461538461538461	Lowitt, Richard, 1922-			Person		http://example.org/1034241#Agent100-10
Dodge, William Earl, 1805-1883			;	Dodge, William Earl, 1805-1883			Person		http://example.org/1034241#Agent600-18
Phelps, Dodge and Company (Founded 1833)				Phelps, Dodge and Company (Founded 1833)			Organization		http://example.org/1034241#Agent610-19
Scheer, Robert	38032015	38032015	0.9333333333333333	Scheer, Robert			Person		http://example.org/1048453#Agent100-13
Jones, Howard Mumford, 1892-1980	17314224	17314224	1.0	Jones, Howard Mumford, 1892-1980			Person		http://example.org/10247#Agent100-13
Bass, John Foster, 1866-	252083233	252083233	0.8571428571428571	Bass, John Foster, 1866-			Person		http://example.org/1022240#Agent100-11
Moulton, Harold Glenn, 1883-1965	25439152	25439152	0.9696969696969697	Moulton, Harold Glenn, 1883-1965			Person		http://example.org/1022240#Agent700-23
Kingdom, William, jr			;	Kingdom, William, jr			Person		http://example.org/1052427#Agent100-11
Kolko, Joyce	63073785	63073785	0.9230769230769231	Kolko, Joyce			Person		http://example.org/1054954#Agent100-13
Clarke, John H. (John Hessin), 1857-1945	77803293	77803293	1.0	Clarke, John H. (John Hessin), 1857-1945			Person		http://example.org/1054819#Agent100-11
League of Nations Protocol for the settlement of international disputes				League of Nations Protocol for the settlement of international disputes			Organization		http://example.org/1054819#Agent610-19
League of Nations		738144783182443651271	;	League of Nations	738144783182443651271	0.9444444444444444	Organization		http://example.org/1054819#Agent610-20
Olson, Philip G., 1934-	110401323	110401323	1.0	Olson, Philip G., 1934- 			Person		http://example.org/1026372#Agent100-16
Elections Research Center (Governmental Affairs Institute)		132068402		Elections Research Center (Governmental Affairs Institute)	132068402	1.0	Organization		http://example.org/1043034#Agent110-12
Scammon, Richard M	109048022	109048022	0.9473684210526315	Scammon, Richard M			Person		http://example.org/1043034#Agent700-21
Ribicoff, Abraham, 1910-1998	93185480	93185480	1.0	Ribicoff, Abraham, 1910-1998			Person		http://example.org/1027510#Agent100-13
Hollo, Anselm	2485795	2485795	1.0	Hollo, Anselm			Person		http://example.org/1020305#Agent100-11
Santana, Arturo	89384149	89384149	1.0	Santana, Arturo			Person		http://example.org/10264#Agent100-10
Johnson, Adrian	279175935	279175935	1.0	Johnson, Adrian			Person		http://example.org/1049378#Agent100-11
Fairchild, Johnson E	277952111	277952111	1.0	Fairchild, Johnson E			Person		http://example.org/1004714#Agent100-11
Landman, David, 1917- 	114440515	114440515	0.84	Landman, David, 1917- 			Person		http://example.org/1004714#Agent700-21
Haworth, Paul Leland, 1876-1936	52069557	52069557	1.0	Haworth, Paul Leland, 1876-1936			Person		http://example.org/1027391#Agent100-11
Boyd, William, 1874-1962	71483770	71483770	1.0	Boyd, William, 1874-1962			Person		http://example.org/1057030#Agent100-11
Abbott, Lyman, 1835-1922	52609813	52609813	1.0	Abbott, Lyman, 1835-1922			Person		http://example.org/1044114#Agent100-11
Douglas, Paul H. (Paul Howard), 1892-1976	32075879	32075879	1.0	Douglas, Paul H. (Paul Howard), 1892-1976			Person		http://example.org/1009300#Agent100-10
Dussel, Enrique D	109616957	109616957	0.9444444444444444	Dussel, Enrique D			Person		http://example.org/1052348#Agent100-12
Centro de Estudios Monetarios Latinoamericanos		154231205	;	Centro de Estudios Monetarios Latinoamericanos	154231205	0.9787234042553191	Organization		http://example.org/1019714#Agent710-22
Inter-American Committee on the Alliance for Progress		132217857		Inter-American Committee on the Alliance for Progress	132217857	1.0	Organization		http://example.org/1019714#Agent710-23
International Monetary Fund		147860995	;	International Monetary Fund	147860995	0.9642857142857143	Organization		http://example.org/1019714#Agent710-24
Solomon R. Guggenheim Museum		141479275	;	Solomon R. Guggenheim Museum	141479275	0.9655172413793104	Organization		http://example.org/103410#Agent110-10
American Accounting Association		138293673	;	American Accounting Association	138293673	0.9354838709677419	Organization		http://example.org/1026848#Agent110-11
Zeff, Stephen A	20007929	20007929	0.9375	Zeff, Stephen A			Person		http://example.org/1026848#Agent700-20
Brunner, Edmund de Schweinitz, 1889-1973	98473318	98473318	1.0	Brunner, Edmund de Schweinitz, 1889-1973			Person		http://example.org/1034058#Agent100-11
Patten, Marjorie	113320473	113320473	1.0	Patten, Marjorie			Person		http://example.org/1034058#Agent700-21
Berry, Gwendolyn Hughes, 1895-1990	162386976	162386976	1.0	Berry, Gwendolyn Hughes, 1895-1990			Person		http://example.org/1034058#Agent700-22
Lehigh Portland Cement Co				Lehigh Portland Cement Co			Organization		http://example.org/1025857#Agent110-10
Black, Archibald, 1888-	11264313	11264313	1.0	Black, Archibald, 1888-			Person		http://example.org/1025857#Agent700-19
Gunn, Drewey Wayne, 1939-	272427611	272427611	0.8620689655172413	Gunn, Drewey Wayne, 1939-			Person		http://example.org/1047205#Agent100-13
Blumenthal, Henry	27178814	27178814	1.0	Blumenthal, Henry			Person		http://example.org/103128#Agent100-13
United States			;	United States			Jurisdiction		http://example.org/1062484#Agent110-11
Hunt, Bert Leroy, 1884-			;	Hunt, Bert Leroy, 1884-			Person		http://example.org/1062484#Agent700-21
United States. Department of State		125408196	;	United States. Department of State	125408196	1.0	Jurisdiction		http://example.org/1062484#Agent710-22
Hollander, Paul, 1932-	1655145857145622922980	1655145857145622922980	0.9545454545454546	Hollander, Paul, 1932-			Person		http://example.org/1026356#Agent100-15
Miller, Edgar G. (Edgar George), 1864-1940	83598964	83598964	1.0	Miller, Edgar G. (Edgar George), 1864-1940			Person		http://example.org/1087622#Agent100-14
Kimball, Fiske, 1888-1955	66711813	66711813	1.0	Kimball, Fiske, 1888-1955			Person		http://example.org/1080465#Agent100-11
Creighton, Thomas Hawk	7295808	7295808	1.0	Creighton, Thomas Hawk			Person		http://example.org/1080454#Agent100-11
Kimball, Fiske, 1888-1955	66711813	66711813	1.0	Kimball, Fiske, 1888-1955			Person		http://example.org/1080466#Agent100-13
McCoubrey, John W	92156096	92156096	0.9444444444444444	McCoubrey, John W			Person		http://example.org/1078929#Agent100-13
United States. Office of the United States Commissioner Genera, Brussels Universal and International Exhibition, 1958				United States. Office of the United States Commissioner Genera, Brussels Universal and International Exhibition, 1958			Jurisdiction		http://example.org/1078915#Agent110-11
Expo (International Exhibitions Bureau) (1958 : Brussels, Belgium)		3752145857044522921190		Expo (International Exhibitions Bureau) (1958 : Brussels, Belgium)	3752145857044522921190	1.0	Meeting		http://example.org/1078915#Agent711-20
