File_name,Title,Department,Community,Publisher,Creator
science902albe,Science 9,Alberta Education. Learning Technologies Branch.,Alberta Education,Edmonton : Alberta Learning,Alberta. Alberta Learning. Learning Technologies Branch Alberta. Alberta Learning
preparingtoimple00albe,Preparing to implement learner outcomes in technology : best practices for Alberta school jurisdictions,Alberta Education.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Education
controlofgardenp00loba,Control of garden pests in Alberta,Alberta Agriculture and Forestry.,Alberta Agriculture and Forestry,"Edmonton, Alta. : Alberta Dept. of Agriculture","Lobay, W Gurba, J. B"
albertaoilsandstat85,Alberta oil sands plant statistics monthly supplement / 1985,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"[Calgary] : Alberta, Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
bulletinduprogra00albe_3,Bulletin du programme de tests de rendement. Mathématiques 9e année. 1991-92. / 1991,Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,"[Edmonton] : Alberta Education, Student Evaluation and Records",Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
reportofalbertat00albe,Report of the Alberta Taxation Inquiry Board on provincial and municipal taxation,Government of Alberta. Taxation inquiry board on provincial and municipal taxation.,Government of Alberta,"Edmonton, King's Printer","Alberta. Taxation inquiry board on provincial and municipal taxation Percival, J. F"
french1302albe_0,French 13,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Alberta. Learning Technologies Branch
gradeonemathemat03albe_0,Grade one mathematics,Alberta Education. Distance Learning. Learning Technologies Branch.,Alberta Education,[Edmonton] : Distance Learning,Alberta. Distance Learning Alberta. Learning Technologies Branch
wabamunlakeinfor00albe,Wabamun Lake information report,Alberta Environment and Parks.,Alberta Environment and Parks,"[Edmonton, Alta.] : Alberta Environment",Alberta. Alberta Environment
mathematics706albe_2,Mathematics 7,Alberta Education. Distance Learning.,Alberta Education,Edmonton : Alberta Distance Learning Centre,Alberta. Distance Learning
birdfeather1975,Birds of a feather / 6,"Government of Alberta. Poultry Branch,",Government of Alberta,"Edmonton, Poultry Branch, Animal Industry Division, Alberta Department of Agriculture",Alberta. Poultry Branch
physicalhydrolog00mora_0,Physical and hydrological characteristics of ponds in reclaimed upland landscape settings and their impact on agricultural capability,Alberta Environment and Parks. Land Conservation and Reclamation Council. Reclamation Research Technical Advisory Committee.,Alberta Environment and Parks,"Edmonton, Alta. : Alberta Land Conservation and Reclamation Council, Reclamation Research Technical Advisory Committee","Moran, Stephen R Alberta. Land Conservation and Reclamation Council Alberta. Reclamation Research Technical Advisory Committee"
albertanewslette113albe,"Alberta newsletter, volume 1 no. 13 1953-11 / 1 no. 13","Alberta Economic Development and Trade. Industrial Development Branch,",Alberta Economic Development and Trade,"Edmonton, Alta. : Dept. of Economic Affairs",Alberta. Industrial Development Branch
survivalvolume2n22albe,"Survival, volume 2 no. 2 1963-12 / 2 no. 2",Government of Alberta. Alberta Emergency Measures Organization.,Government of Alberta,"Edmonton, Alta. : Alberta Emergency Measures Organization",Alberta Emergency Measures Organization
permlicence86no1_8,Permit and licence no / 1986: no. 1-8,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"[Calgary] : Province of Alberta, Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
prideinalbertare05gabe,"Pride in Alberta : a resource book for teachers, Division 2",Alberta Agriculture and Forestry.,Alberta Agriculture and Forestry,Edmonton : Alberta Agriculture,"Gabert, Betty Alberta. Alberta Agriculture"
missionreportmin00mccl,"Mission report : Minister McClellan's mission to Asia : May 30 to June 12, 2000",Government of Alberta. Alberta International and Intergovernmental Relations.,Government of Alberta,[Edmonton] : Alberta International and Intergovernmental Relations,"McClellan, Shirley Alberta. Alberta International and Intergovernmental Relations"
generalfamilylaw00fami,General family law application,Government of Alberta. Family Law Information Centre.,Government of Alberta,Edmonton : Family Law Information Centre,Family Law Information Centre
boarddecisionnr201albe_0,Board decision NR 2009-01 : NRCB application no. 0702 : Alberta Sulphur Terminals Ltd. sulphur forming and shipping facility near Bruderheim,Natural Resources Conservation Board.,Natural Resources Conservation Board,Edmonton : Natural Resources Conservation Board,Alberta. Natural Resources Conservation Board
careerinfo1992,Career information catalogue / 1992,Alberta Labour. Alberta Manpower. Career Information Services. Career Services Branch. Alberta Career Development and Employment.,Alberta Labour,Edmonton : Alberta Manpower,Alberta. Alberta Manpower Alberta. Career Information Services Alberta. Career Services Branch Alberta. Alberta Career Development and Employment
reviewassessment00wbka,Review and assessment of methods for monitoring and estimating dry deposition in Alberta,Alberta Environment and Parks.,Alberta Environment and Parks,Edmonton : Alberta Environment,WBK & Associates Inc Alberta. Alberta Environment
kegriversubregio00albe_0,Keg River sub-regional integrated resource plan : draft plan,"Alberta Environment and Parks. Alberta Forestry, Lands and Wildlife. Resource Evaluation and Planning Division.",Alberta Environment and Parks,"Edmonton : Alberta Forestry, Lands & Wildlife, Resource Evaluation and Planning Division","Alberta. Alberta Forestry, Lands and Wildlife. Resource Evaluation and Planning Division"
grade12diplomae1986albe_3,"Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice) / 1986:June. rdgs.",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
math534albe,Math 5,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
statusreportalb1996albe_0,Status report: Alberta Premier's Council on the Status of Persons with Disabilities / May 1996,Alberta Community and Social Services. Premier's Council on the Status of Persons with Disabilities.,Alberta Community and Social Services,[Edmonton] : The Premier's Council,Alberta. Premier's Council on the Status of Persons with Disabilities
newslinealbertar126albe,Newsline / Alberta Research Council / 12: no.6,Alberta Research Council.,Alberta Research Council,[Edmonton] : Alberta Research Council,Alberta Research Council
examenenvuedudip00alb_vvr,Examen en vue du diplôme douzième année. Physique 30. Janvier 1998. / 1998:janvier,Alberta Education. Alberta Learning.,Alberta Education,[Alberta] : Alberta Education,Alberta. Alberta Education Alberta. Alberta Learning
codeofpracticefo00albe_16,Code of practice for land treatment of soil containing hydrocarbons : made under the Environmental Protection and Enhancement Act,Alberta Environment and Parks.,Alberta Environment and Parks,Edmonton : Queen's Printer,Alberta. Alberta Environment
albertafamilylaw00albe,"Alberta Family Law Reform, 2002 : public workbook",Alberta Justice and Solicitor General. Office of Family Law Reform.,Alberta Justice and Solicitor General,"[Edmonton : Alberta Justice, Office of Family Law Reform]",Alberta. Alberta Justice. Office of Family Law Reform Alberta Family Law Reform Project
albertacancerreg2000albe,Alberta Cancer Registry : Annual report / 2004,Alberta Health. Division of Epidemiology and Preventive Oncology.,Alberta Health,"Edmonton, Alta. : Alberta Cancer Board, Division of Epidemiology and Preventive Oncology",Alberta Cancer Registry Alberta Cancer Board. Division of Epidemiology and Preventive Oncology
directoryofsuppl00hopk,Directory of supplies for Alberta museums,Alberta Culture and Tourism. Historic Sites and Archives.,Alberta Culture and Tourism,"Edmonton, Alta. : Alberta Culture and Multiculturalism, Historic Sites and Archives","Hopkins, Mark Waterton, Eric"
mathematics24educ_0,Mathematics 24,Alberta Education. Student Evaluation Branch.,Alberta Education,"Edmonton, AB : Education Advantage",Education Advantage (Firm) Alberta. Student Evaluation Branch
resrepalbag1986_10,Research report / Alberta Agriculture / 1,Alberta Agriculture and Forestry. Alberta Agriculture. Research Division.,Alberta Agriculture and Forestry,Edmonton : Alberta Agriculture,Alberta. Alberta Agriculture Alberta. Alberta Agriculture. Research Division
evaluationofdrin00mack,Evaluation of drinking water plant at Elk Island National Park Astotin Lake - administration site,Government of Alberta. Alberta Environmental Centre.,Government of Alberta,"Vegreville, AB : Alberta Environmental Centre","Mack, H Alberta Environmental Centre"
educationinalber02albe,Education in Alberta / 2,Alberta Education.,Alberta Education,"Edmonton, Alta. : Govt. of Alberta, Dept. of Education",Alberta. Alberta Education
mathematics2403albe_0,Mathematics 24,Alberta Education. Student Evaluation Branch.,Alberta Education,Edmonton : Alberta Learning,Alberta. Alberta Learning Alberta. Learning Technologies Branch
southsaskatchewa00albe,South Saskatchewan River Basin water management plan phase two : background studies,Alberta Environment and Parks.,Alberta Environment and Parks,[Edmonton] : Alberta Environment,Alberta. Alberta Environment
peopleparksprese00swin_0,"People, parks, and preservation : sustaining opportunities",Government of Alberta. Environment Council of Alberta.,Government of Alberta,[Edmonton] : Environment Council of Alberta,"Swinnerton, Guy S Environment Council of Alberta Alberta Conservation Strategy Project"
agtechcentreinno43agte,AgTech Centre innovator / Volume 4 - Issue 3,Alberta Agriculture and Forestry. AgTech Centre.,Alberta Agriculture and Forestry,"Lethbridge, Alta. : AgTech Centre",AgTech Centre (Alta.)
machinistapprent00albe,Machinist apprenticeship course outline,Alberta Advanced Education. Apprenticeship and Industry Training.,Alberta Advanced Education,"Edmonton, AB : Alberta Advanced Education",Alberta. Alberta Advanced Education. Apprenticeship and Industry Training
english10educ,English 10,Alberta Education. Student Evaluation Branch.,Alberta Education,"Edmonton, AB : Education Advantage",Education Advantage (Firm) Alberta. Student Evaluation Branch
drillingwasteman00albe,Drilling waste management,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"Calgary, Alta. : Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
grade12diplomae2002albe_5,Grade 12 diploma examination. Pure mathematics 30 / Jan 2002,Alberta Education. Learner Assessment Branch.,Alberta Education,"Edmonton : Alberta Learning, Learner Assessment Branch",Alberta. Learner Assessment Branch
