collection,filename,elementName,elementValue,elementOccurrence
albertagovernmentpublications,abstatrev1985qu3_meta.xml,scanner,scribe1.alberta.archive.org,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,scanningcenter,alberta,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,shiptracking,agov2,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,sponsor,University of Alberta Libraries,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,sponsordate,20131231,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,title,Alberta statistical review,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,updatedate,2013-12-05 17:50:07,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,updater,associate-angie-chenier@archive.org,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,uploader,associate-angie-chenier@archive.org,1
albertagovernmentpublications,abstatrev1985qu3_meta.xml,year,1985: 3rd  quar.,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,addeddate,2015-12-22 16:30:25,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,call_number,563004,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,camera,Canon EOS 5D Mark II,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,cat_key,563004,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,collection,toronto,3
albertagovernmentpublications,achievementtestg02albe_meta.xml,collection,university_of_alberta_libraries,3
albertagovernmentpublications,achievementtestg02albe_meta.xml,collection,albertagovernmentpublications,3
albertagovernmentpublications,achievementtestg02albe_meta.xml,contributor,University of Alberta Libraries,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,creator,Alberta. Alberta Education,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,date,1987,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,description,41,5
albertagovernmentpublications,achievementtestg02albe_meta.xml,description,Approved for use in Alberta schools,4
albertagovernmentpublications,achievementtestg02albe_meta.xml,description,Booklet 1 -- Booklet 2,3
albertagovernmentpublications,achievementtestg02albe_meta.xml,description,On cover: Student evaluation,3
albertagovernmentpublications,achievementtestg02albe_meta.xml,description,Cover title,3
albertagovernmentpublications,achievementtestg02albe_meta.xml,foldoutcount,0,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,identifier,achievementtestg02albe,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,identifier-access,http://archive.org/details/achievementtestg02albe,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,identifier-ark,ark:/13960/t1mh1j305,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,imagecount,26,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,invoice,1,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,language,English,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,mediatype,texts,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,notes,No copyright page found. No table-of-contents pages found.,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,ocr,ABBYY FineReader 11.0,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,operator,ekaitlyn@ualberta.ca,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,page-progression,lr,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,ppi,500,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,publicdate,2015-12-22 15:13:47,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,publisher,[Edmonton] : Alberta Education,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,repub_seconds,62,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,repub_state,4,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,republisher,associate-alex-white@archive.org,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,scandate,20160112210530,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,scanfee,250,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,scanner,scribe1.alberta.archive.org,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,scanningcenter,alberta,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,shiptracking,agov42,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,sponsor,University of Alberta Libraries,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,sponsordate,20160131,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,subject,Mathematics,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,title,Achievement test. Grade 6 mathematics,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,updatedate,2015-12-22 16:30:23,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,updater,associate-aaron-campbell@archive.org,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,uploader,associate-aaron-campbell@archive.org,1
albertagovernmentpublications,achievementtestg02albe_meta.xml,volume,bklt.2,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,addeddate,2016-05-11 15:19:18,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,camera,Canon EOS 5D Mark II,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,cat_key,935382,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,collection,toronto,3
albertagovernmentpublications,achievementtestg1985unse_meta.xml,collection,university_of_alberta_libraries,3
albertagovernmentpublications,achievementtestg1985unse_meta.xml,collection,albertagovernmentpublications,3
albertagovernmentpublications,achievementtestg1985unse_meta.xml,contributor,University of Alberta Libraries,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,date,1985,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,description,41,2
albertagovernmentpublications,achievementtestg1985unse_meta.xml,description,Cover title,2
albertagovernmentpublications,achievementtestg1985unse_meta.xml,foldoutcount,0,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,identifier,achievementtestg1985unse,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,identifier-access,http://archive.org/details/achievementtestg1985unse,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,identifier-ark,ark:/13960/t5hb3t048,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,imagecount,34,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,invoice,1,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,language,English,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,mediatype,texts,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,ocr,ABBYY FineReader 11.0,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,operator,associate-tanya-ulmer@archive.org,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,page-progression,lr,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,ppi,500,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,publicdate,2016-05-11 14:16:08,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,publisher,"[Edmonton, Alta.?] : Alberta Education",1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,repub_seconds,73,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,repub_state,4,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,scandate,20160512193125,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,scanfee,250,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,scanner,scribe1.alberta.archive.org,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,scanningcenter,alberta,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,shiptracking,agov38,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,sponsor,University of Alberta Libraries,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,sponsordate,20160531,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,subject,Social sciences,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,title,Achievement test. Grade 6 social studies,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,updatedate,2016-05-11 15:19:16,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,updater,associate-aaron-campbell@archive.org,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,uploader,associate-aaron-campbell@archive.org,1
albertagovernmentpublications,achievementtestg1985unse_meta.xml,volume,Jun 1985 Part A: Multiple Choice,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,addeddate,2016-06-16 18:59:41,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,call_number,33115510,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,camera,Canon EOS 5D Mark II,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,cat_key,33115510,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,collection,toronto,3
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,collection,university_of_alberta_libraries,3
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,collection,albertagovernmentpublications,3
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,contributor,University of Alberta Libraries,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,creator,Alberta. Alberta Economic Development,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,date,2006,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,description,Title from cover,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,foldoutcount,0,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,identifier,albertaeconomic2007albe_0,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,identifier-access,http://archive.org/details/albertaeconomic2007albe_0,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,identifier-ark,ark:/13960/t4tj37j9d,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,imagecount,8,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,invoice,1,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,language,English,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,mediatype,texts,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,ocr,ABBYY FineReader 11.0,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,operator,ekaitlyn@ualberta.ca,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,page-progression,lr,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,ppi,500,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,publicdate,2016-06-16 18:00:15,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,publisher,[Edmonton : Alberta Economic Development],1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,repub_seconds,82,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,repub_state,4,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,scandate,20160621163315,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,scanfee,250,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,scanner,scribe1.alberta.archive.org,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,scanningcenter,alberta,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,shiptracking,agov55,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,sponsor,University of Alberta Libraries,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,sponsordate,20160630,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,title,Alberta economic quick facts,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,updatedate,2016-06-16 18:59:38,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,updater,associate-aaron-campbell@archive.org,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,uploader,associate-aaron-campbell@archive.org,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,volume,April 2007,1
albertagovernmentpublications,albertaeconomic2007albe_0_meta.xml,year,April 2007,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,addeddate,2016-06-16 18:59:35,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,call_number,33115510,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,camera,Canon EOS 5D Mark II,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,cat_key,33115510,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,collection,toronto,3
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,collection,university_of_alberta_libraries,3
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,collection,albertagovernmentpublications,3
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,contributor,University of Alberta Libraries,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,creator,Alberta. Alberta Economic Development,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,date,2006,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,description,Title from cover,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,foldoutcount,0,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,identifier,albertaeconomicq2007albe,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,identifier-access,http://archive.org/details/albertaeconomicq2007albe,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,identifier-ark,ark:/13960/t72v78h2m,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,imagecount,8,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,invoice,1,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,language,English,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,mediatype,texts,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,ocr,ABBYY FineReader 11.0,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,operator,ekaitlyn@ualberta.ca,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,page-progression,lr,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,ppi,500,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,publicdate,2016-06-16 18:00:14,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,publisher,[Edmonton : Alberta Economic Development],1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,repub_seconds,70,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,repub_state,4,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,scandate,20160621163450,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,scanfee,250,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,scanner,scribe1.alberta.archive.org,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,scanningcenter,alberta,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,shiptracking,agov55,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,sponsor,University of Alberta Libraries,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,sponsordate,20160630,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,title,Alberta economic quick facts,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,updatedate,2016-06-16 18:59:32,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,updater,associate-aaron-campbell@archive.org,1
albertagovernmentpublications,albertaeconomicq2007albe_meta.xml,uploader,associate-aaron-campbell@archive.org,1
