ia id	catkey	title	subjects
frenchassecondla00albe_5	1744809	French as a second language : [electronic resource] evaluation resource package, model tests for beginning level 1, beginning level 2, beginning level 3 in elementary schools. --	French language--Study and teaching (Primary)--Alberta--Allophones.--Educational tests and measurements--Alberta.--French language--Alberta--Ability testing.--French language--Study and teaching (Elementary)--Alberta--Foreign speakers.--French language--Study and teaching as a second language (Elementary)--Alberta.;
grade12diplomae2001albe_9	1752649	Grade 12 diploma examination. English 30. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
utilizationofroa00nich_0	2875275	Utilization of a roadside survey technique to survey burrowing owls (Athene cunicularia hypugaea) in southeastern Alberta [electronic resource] Joel Nicholson, Corey Skiftun.	Burrowing owl--Alberta.--Burrowing owl--Alberta--Geographical distribution.--Endangered species--Alberta.--Wildlife conservation--Alberta.;
grasslandnatural00albe	1932820	The Grassland natural region of Alberta / [electronic resource] one of a series of reports prepared for the Special Places 2000 Provincial Coordinating Committee ; by Alberta Environmental Protection, Natural Resources Service, Recreation & Protected Areas Division, Natural Heritage Protection and Education Branch.	Grasslands--Alberta.--Natural areas--Alberta.--Natural areas--Government policy--Alberta.--Biodiversity conservation--Alberta.;
semiannualreport2005seni	000033491665	Semi-annual report for 2004-2005 to the Minister of Seniors for the period April 1 to September 30, 2004. [electronic resource]	;
permnoer91no1	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
workingtogetherf00albe	2651167	Working together for safe and caring schools : [electronic resource] resource manual for students, staff and parents, grades 7-12.	School violence--Alberta--Prevention.--School discipline--Alberta.--School environment.--Social skills in children--Study and teaching--Alberta.;
listeningtoalber00albe_1	1904391	Listening to Albertans at risk of HIV/AIDS : [electronic resource] an assessment of risk reduction messages : summary report / prepared by Alberta Management Group ; prepared for the Provincial AIDS Program, Public Health Division, Alberta Health.	AIDS (Disease)--Prevention--Canada.--AIDS (Disease)--Patients.--HIV (Viruses)--Canada.--HIV (Viruses)--Patients.--Safe sex in AIDS prevention--Canada.;
agriclassroomsprifall94	2109382	Agriculture in the classroom. [electronic resource]	Agriculture--Study and teaching (Elementary)--Alberta--Periodicals.;
longtermmonitori00will_0	3070071	Long-term monitoring of rangeland health in the lower foothills region of Alberta / [electronic resource] prepared by Michael G. Willoughby and Carcey Hincz.	Range management--Alberta.--Rangelands--Alberta--Lower Foothills Region.--Rangelands--Alberta.--Grazing--Alberta.--Research natural areas--Alberta.;
meetingglobaldem00albe_0	2280573	Meeting global demands ... Alberta's wood products. [electronic resource]	Forest products industry--Alberta.--Forests and forestry--Alberta.--Lumber trade--Alberta.;
annualreportalbe00albe_26	628780	Annual report / [electronic resource] Legislative Assembly Office.	Alberta.--Legislative Assembly--Speaker--Periodicals.--Alberta.--Legislative Assembly Office--Periodicals.--Alberta.--Legislative Assembly--Facilities--Periodicals.--Alberta.--Legislature Library--Periodicals.;
oilandgasunits199003	658057	Oil and gas units, quarterly update. [electronic resource]	Oil fields--Alberta--Indexes.--Natural gas--Alberta--Indexes.;
corporatedisclos00albe	1680204	Corporate disclosure : [electronic resource] a special edition of the CNW papers with articles by the Toronto and Vancouver stock exchanges, the Montreal Exchange and the Ontario and Alberta securities commissions.	Disclosure of information (Securities law)--Canada.;
albertasreserves03albe	464685	Alberta's reserves of gas : [electronic resource] complete listing.	Natural gas reserves--Alberta--Statistics--Periodicals.;
fieldpoolcodejanmay94	6342518	Field and pool codes and names, supplementary list. [electronic resource]	Oil fields--Alberta--Code numbers--Periodicals.--Oil fields--Alberta--Code names--Periodicals.--Oil fields--Alberta--Indexes.;
occupationalinj1999albe_1	3030494	Occupational injuries and diseases in Alberta : Upstream oil & gas industries. [electronic resource]	Petroleum industry and trade--Employees--Alberta--Statistics--Periodicals.--Petroleum industry and trade--Accidents--Alberta--Statistics--Periodicals.;
whatalbertanssai00albe_1	4620900	What Albertans said on exploring education policy for the 21st century in Alberta : [electronic resource] research findings from Inspiring education, a dialogue with Albertans.	Community and school--Alberta.--Education--Research--Alberta.--Education and state--Alberta.--Educational change--Alberta.;
chernochanmachin00mary_0	746841	The Chernochan machine shed : [electronic resource] Ukrainian farm practices in east central Alberta / Sonia Maryn.	Salahub family.--Chernochan Machine Shed (Alta.)--History.--Agriculture--Alberta--History.--Farm buildings--Alberta--History.--Farmers--Alberta--Smoky Lake region--History.--Ukrainian Canadians--Alberta.;
albertanewslette116albe	818552	Alberta newsletter / [electronic resource] Industrial Development Board of the Province of Alberta, Dept. of Economic Affairs.	Alberta.--Industrial Development Branch--Information services--Periodicals.--Cities and towns--Alberta--Economic aspects--Periodicals.--Alberta--Industries--Periodicals.--Alberta--Industries, Rural--Periodicals.;
grade12diplomae998albe_17	914737	Grade 12 diploma examination. Chemistry 30. [electronic resource]	Chemistry--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
childwelfareinpr03albe_0	618632	Child welfare in progress. [electronic resource]	Alberta.--Child Welfare Act--(1985)--Canada.--Young Offenders Act--(1984)--Children--Legal status, laws, etc.--Alberta--Handbooks, manuals, etc.--Children--Alberta--Services for--Handbooks, manuals, etc.--Juvenile delinquents--Legal status, laws, etc.--Alberta.--Social workers--In-service training--Alberta.;
moonshinelakeres00swan_0	3863215	Moonshine Lake Reservoir water quality monitoring report : [electronic resource] provincial parks lake monitoring program / prepared by Heidi Swanson & Ron Zurawell.	Water quality--Alberta--Moonshine Lake Reservoir.--Lakes--Alberta--Monitoring.--Provincial parks and reserves--Alberta--Monitoring.--Moonshine Lake Reservoir (Alta.)--Moonshine Lake Provincial Park (Alta.);
	2423820		;
strategicframewo00publ	2525786	Strategic framework in brief (Draft). [electronic resource]	Environmental policy--Alberta.--Environmental protection--Alberta.--Conservation of natural resources--Alberta.;
withinourborders31albe	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
developmentofpro00pegg	985095	Development of a procedure to nondestructively evaluate the fusion quality of geomembrane seams / [electronic resource] by I.D. Peggs, D. Little.	Geomembranes--Testing.--Pollution control equipment--Linings.--Ultrasonic testing.;
albertasenergymi00albe_0	1335120	Alberta's energy and mineral resources. [electronic resource]	Power resources--Alberta.--Mines and mineral resources--Alberta.--Energy resources--Alberta.;
cornerstonejourn134albe	799862	Cornerstone : [electronic resource] the journal of the Alberta Historical Resources Foundation.	Historic buildings--Alberta--Periodicals.--Historic sites--Alberta--Periodicals.--Alberta--Antiquities--Periodicals.;
departmentalexam113albe	711013	Departmental examinations, 1926. [electronic resource]	Examinations--Alberta--Questions.;
controlofleafysp00ster	4316887	The control of leafy spurge in Alberta / [electronic resource] G.R. Sterling.	Weeds--Control--Alberta.;
trainingmanualfo02albe	1734593	Training manual for drivers of the disabled in Alberta. [electronic resource]	Automobile driver education--Alberta--Handbooks, manuals, etc.--People with disabilities--Transportation--Alberta.--People with disabilities--Travel--Alberta.;
quickfactsabouta00albe_2	2538098	Quick facts about alcohol, other drugs and problem gambling. [electronic resource]	Alcohol--Physiological effect.--Drugs--Physiological effect.--Substance abuse--Prevention.;
battleriversoilr00lesk	1296047	Battle River soil reconstruction project : [electronic resource] five year summary / by L.A. Leskiw.	Soils--Alberta--Battle River Region.--Reclamation of land--Alberta--Battle River Region.--Strip mining--Environmental aspects--Alberta--Battle River Region.--Battle River Region (Alta.);
nesstrategyinter00albe	2569592	The NES strategy interim report / [electronic resource] prepared by the Regional Steering Group for the NES Strategy.	Sustainable development--Government policy--Alberta--Northeast Slopes Region.--Environmental policy--Alberta--Northeast Slopes Region.--Natural resources--Management.;
grade12diplomae2001albe_7	1752552	Grade 12 diploma examination. English 30. Part A, Written response. [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
tangiblecapitala00albe_0	4301699	Tangible capital assets project : [electronic resource] implementation toolkit.	Alberta.--Alberta Municipal Affairs.--Municipal government--Alberta.;
forestlandwildlife8905	6539898	Forestry, lands & wildlife. [electronic resource]	Renewable natural resources--Government policy--Alberta--Periodicals.;
employeelabourdec91	6452148	Currents, the employee newsletter of Alberta Labour. [electronic resource]	Alberta.--Alberta Labour--Periodicals.;
permno88no131_154	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
synopsisofparasi00samu_0	1369252	Synopsis of the parasites of vertebrates : [electronic resource] a partially annotated bibliography of Meningeal Worm, Parelaphostrongylus tenuis (Nematoda), and its close relatives / W. M. Samuel ; edited by Murray J. Kennedy.	Nematodes--Bibliography.--Vertebrates--Parasites.;
departmentalexam02albe_1	672537	Departmental examinations, 1938, grade IX. [electronic resource]	Examinations--Alberta--Questions.;
southsaskatchewa00albe_1	2624001	South Saskatchewan River Basin non-irrigation water use forecasts / [electronic resource] Hydroconsult EN3 Services Ltd., Canadian Resource Economics Ltd.	Water resources development--Alberta--South Saskatchewan River Basin.--Water use--Alberta--South Saskatchewan River Basin.--Water-supply--Alberta--South Saskatchewan River Basin.--Water--Alberta--South Saskatchewan River Basin--Management.--South Saskatchewan River Basin (Alta.);
studytoidentifyi00mars_0	983593	A study to identify inventory control procedures at commercial service stations in the Edmonton area / [electronic resource] by J.R. Marsh [and] C. Dykstra.	Gasoline--Storage--Alberta.--Gasoline--Storage--Standards.;
grade12diplomaex2001albe	1761209	Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
guidancecounsell00albe	894176	Guidance and counselling services review : [electronic resource] l985-86 detailed report / by Monitoring and Assessment Services, Instructional Services Division, Edmonton Public Schools, Centre for Education One Kingsway, Edmonton, Alberta.	Educational counseling--Alberta--Edmonton--Administration--Statistics.--Counseling in elementary education--Alberta--Edmonton--Statistics.--Counseling in secondary education--Alberta--Edmonton--Statistics.--Vocational guidance--Alberta--Edmonton--Statistics.;
