Column 1	LC-ID	match-ID	score	VIAF-C	VIAF-IDC	score-c	org	Column 3	Column 4	blank
Hirshfield, Daniel S.				Hirshfield, Daniel S.			Person		http://example.org/1001049#Agent100-13	
O'Connor, Richard, 1915-1975.	102378410	102378410	0.9655172414	O'Connor, Richard, 1915-1975.			Person		http://example.org/1036016#Agent100-11	
Reed, John, 1887-1920.	68971815	68971815	1	Reed, John, 1887-1920.			Person		http://example.org/1036016#Agent600-21	
Walker, Dale L.,	34586477	34586477	0.9375	Walker, Dale L.,			Person		http://example.org/1036016#Agent700-22	
Cochrane, C.				Cochrane, C.			Person		http://example.org/1006075#Agent100-11	
MacLeod, Alistair.	76490556	76490556	0.8888888889	MacLeod, Alistair.			Person		http://example.org/101270#Agent100-12	
Rothschild, Fritz.	59602293	59602293	1	Rothschild, Fritz.			Person		http://example.org/1084363#Agent100-11	
Bach, Johann Sebastian, 1685-1750.	12304462	12304462	1	Bach, Johann Sebastian, 1685-1750.			Person		http://example.org/1084363#Agent600-19	
Godbey, Allen Howard, 1864-1948.	48539778	48539778	0.96875	Godbey, Allen Howard, 1864-1948.			Person		http://example.org/1041034#Agent100-12	
Hinz, Walther, 1906-	90048029	90048029	1	Hinz, Walther, 1906-			Person		http://example.org/1074687#Agent100-11	
Bazin, Germain.	252079558	252079558	0.9333333333	Bazin, Germain.			Person		http://example.org/1077530#Agent100-19	
Musée du Louvre.		257711507		Musée du Louvre.	257711507	0.875	Organization		http://example.org/1077530#Agent610-30	
Ovid, 43 B.C.-17 or 18 A.D.	88342447	88342447	1	Ovid, 43 B.C.-17 or 18 A.D.			Person		http://example.org/1091225#Agent100-11	
May, J. Lewis (James Lewis), 1873- ,	112155314	112155314	0.8947368421	May, J. Lewis (James Lewis), 1873- ,			Person		http://example.org/1091225#Agent700-20	
McGrady, Patrick M.	11125081	11125081	1	McGrady, Patrick M.			Person		http://example.org/1026924#Agent100-14	
Waugh, Evelyn, 1903-1966.	68937142	68937142	1	Waugh, Evelyn, 1903-1966.			Person		http://example.org/1017133#Agent100-10	
De Rham, Edith, 1933-	9725674	9725674	1	De Rham, Edith, 1933-			Person		http://example.org/1031803#Agent100-9	
Greene, Constance C.	274180038	274180038	1	Greene, Constance C.			Person		http://example.org/1000927#Agent100-12	
Chalmers, Audrey.	91630601	91630601	0.9411764706	Chalmers, Audrey.			Person		http://example.org/1028090#Agent100-9	
Ellis, Edith M. O. Lees				Ellis, Edith M. O. Lees			Person		http://example.org/1077782#Agent100-9	
Byrne, Beverly.	6336938	6336938	0.9333333333	Byrne, Beverly.			Person		http://example.org/1036655#Agent100-14	
Lataste House.				Lataste House.			Organization		http://example.org/1036655#Agent610-22	
Hyde, Douglas, 1860-1949	12310055	12310055	1	Hyde, Douglas, 1860-1949			Person		http://example.org/1092618#Agent100-10	
Yeats, W. B. (William Butler), 1865-1939,				Yeats, W. B. (William Butler), 1865-1939,			Person		http://example.org/1092618#Agent700-23	
Dun Emer Press,		133703467		Dun Emer Press,	133703467	0.9333333333	Organization		http://example.org/1092618#Agent710-24	
Tilsley, Frank, 1904-1957.	94025996	94025996	0.9615384615	Tilsley, Frank, 1904-1957.			Person		http://example.org/106082#Agent100-10	
Gadd, David.				Gadd, David.			Person		http://example.org/1033045#Agent100-15	
Conference on the Low Achiever in Mathematics, Washington, D.C., 1964.				Conference on the Low Achiever in Mathematics, Washington, D.C., 1964.			Meeting		http://example.org/1072400#Agent111-10	
Woodby, Lauren Gayle, 1914-	194201399	194201399	0.8148148148	Woodby, Lauren Gayle, 1914-			Person		http://example.org/1072400#Agent700-20	
United States. Office of Education.		156456787		United States. Office of Education.	156456787	0.9714285714	Jurisdiction		http://example.org/1072400#Agent710-21	
National Council of Teachers of Mathematics.		135374998		National Council of Teachers of Mathematics.	135374998	1	Organization		http://example.org/1072400#Agent710-22	
Gelfand, Leo, 1914-1991.	79001946	79001946	0.9583333333	Gelfand, Leo, 1914-1991.			Person		http://example.org/1058741#Agent100-10	
Weeks, Edward, 1898-1989.	112011110	112011110	0.96	Weeks, Edward, 1898-1989.			Person		http://example.org/1071848#Agent100-12	
Lowell Institute.		148897843		Lowell Institute.	148897843	0.9411764706	Organization		http://example.org/1071848#Agent610-23	
Brookes, Ivan S., 1916-	306118214	306118214	1	Brookes, Ivan S., 1916-			Person		http://example.org/1049212#Agent100-11	
Greenfield, Samuel C.	39048022	39048022	1	Greenfield, Samuel C.			Person		http://example.org/1019898#Agent100-13	
Grodzins, Morton.	36999643	36999643	0.9411764706	Grodzins, Morton.			Person		http://example.org/1042040#Agent100-10	
Gilroy, Marion, 1912-	105321122	105321122	1	Gilroy, Marion, 1912-			Person		http://example.org/105925#Agent100-10	
Ryerson, Egerton, 1803-1882.	23073360	23073360	0.9642857143	Ryerson, Egerton, 1803-1882.			Person		http://example.org/1002502#Agent100-16	
Chidsey, Donald Barr, 1902-1981.	110858153	110858153	0.96875	Chidsey, Donald Barr, 1902-1981.			Person		http://example.org/1035959#Agent100-13	
Barkley, Murray Willis, 1948-.	103449571	103449571	0.9666666667	Barkley, Murray Willis, 1948-.			Person		http://example.org/1040983#Agent100-11	
Hicks, Carroll Ann.				Hicks, Carroll Ann.			Person		http://example.org/1067652#Agent700-20	
Harte, Bret, 1836-1902.	100194313	100194313	1	Harte, Bret, 1836-1902.			Person		http://example.org/1026140#Agent100-9	
Grabhorn Press.		140564813		Grabhorn Press.	140564813	0.9333333333	Organization		http://example.org/1026140#Agent710-17	
Andrew, David.				Andrew, David.			Person		http://example.org/1077565#Agent100-11	
Broholm, H. C. (Hans Christian), 1893-	36810088	36810088	1	Broholm, H. C. (Hans Christian), 1893-			Person		http://example.org/1083078#Agent100-11	
Camões, Luís de, 1524?-1580.	34454091	34454091	0.9642857143	Camões, Luís de, 1524?-1580.			Person		http://example.org/1062976#Agent100-12	
Riedel, Johannes, writer on music.				Riedel, Johannes, writer on music.			Person		http://example.org/1075056#Agent100-14	
Millar, Eric George.	88705920	88705920	1	Millar, Eric George.			Person		http://example.org/1087828#Agent700-31	
British Museum.		134857252		British Museum.	134857252	1	Organization		http://example.org/1087828#Agent710-32	
Houwink ten Cate, Philo Hendrik Jan.	298073192	298073192	0.9722222222	Houwink ten Cate, Philo Hendrik Jan.			Person		http://example.org/1089758#Agent100-10	
Minadeo, Richard.	34472407	34472407	0.9411764706	Minadeo, Richard.			Person		http://example.org/1091574#Agent100-13	
Lucretius Carus, Titus.	106388020	106388020	1	Lucretius Carus, Titus.			Person		http://example.org/1091574#Agent600-23	
Dale, A. M. (Amy Marjorie)	107687572	107687572	1	Dale, A. M. (Amy Marjorie)			Person		http://example.org/1089937#Agent100-16	
Dale, A. M. (Amy Marjorie)	107687572	107687572	1	Dale, A. M. (Amy Marjorie)			Person		http://example.org/1089936#Agent100-10	
Kridl, Manfred, 1882-1957.	19727649	19727649	0.9615384615	Kridl, Manfred, 1882-1957.			Person		http://example.org/1098343#Agent100-10	
Słowacki, Juliusz, 1809-1849.	22162790	22162790	1	Słowacki, Juliusz, 1809-1849.			Person		http://example.org/1098343#Agent600-18	
Aristophanes.	20962036	20962036	0.9230769231	Aristophanes.			Person		http://example.org/1090842#Agent100-13	
Beardsley, Aubrey, 1872-1898,	88739636	88739636	0.9655172414	Beardsley, Aubrey, 1872-1898,			Person		http://example.org/1090842#Agent700-26	
Sankan, S. S. Ole, 1906-.				Sankan, S. S. Ole, 1906-.			Person		http://example.org/1056600#Agent100-10	
Schreiber, Charlotte, Lady, 1812-1895,	66514684	66514684	0.8157894737	Schreiber, Charlotte, Lady, 1812-1895,			Person		http://example.org/1092645#Agent700-18	
John, Ivor Bertram, 1875-.				John, Ivor Bertram, 1875-.			Person		http://example.org/1074905#Agent100-11	
Burnham, James, 1905-1987.	24613939	24613939	0.9615384615	Burnham, James, 1905-1987.			Person		http://example.org/1038913#Agent100-10	
Burnham, James, 1905-1987.	24613939	24613939	0.9615384615	Burnham, James, 1905-1987.			Person		http://example.org/1038912#Agent100-10	
Zheng, Zhuyuan.	51743174	51743174	0.9333333333	Zheng, Zhuyuan.			Person		http://example.org/1004736#Agent100-14	
Social Science Research Council (U.S.). Committee on the Economy of China.		135492242		Social Science Research Council (U.S.). Committee on the Economy of China.	135492242	0.9864864865	Organization		http://example.org/1004736#Agent710-25	
Grant, Alexander Thomas Kingdom.	6177619	6177619	1	Grant, Alexander Thomas Kingdom.			Person		http://example.org/1017780#Agent100-13	
Jackson, R. M. (Richard Meredith), 1903-	100286657	100286657	0.9756097561	Jackson, R. M. (Richard Meredith), 1903-			Person		http://example.org/108905#Agent100-10	
Jackson, R. M. (Richard Meredith), 1903-	100286657	100286657	0.9756097561	Jackson, R. M. (Richard Meredith), 1903-			Person		http://example.org/108906#Agent100-10	
Reinehr, Robert C.	240331493	240331493	1	Reinehr, Robert C.			Person		http://example.org/100369#Agent100-11	
Perlman, Mark.	31733340	31733340	0.9285714286	Perlman, Mark.			Person		http://example.org/1000885#Agent100-10	
International Association of Machinists.		136628574		International Association of Machinists.	136628574	1	Organization		http://example.org/1000885#Agent610-18	
Zuckerman, George, photographer.				Zuckerman, George, photographer.			Person		http://example.org/108586#Agent100-11	
King, William Lyon Mackenzie, 1874-1950.	56618205	56618205	0.975	King, William Lyon Mackenzie, 1874-1950.			Person		http://example.org/1031960#Agent100-12	
Pearse, Peter H.	113350942	113350942	1	Pearse, Peter H.			Person		http://example.org/1010455#Agent100-16	
Littell, Franklin Hamlin.	260233124	260233124	0.96	Littell, Franklin Hamlin.			Person		http://example.org/109137#Agent100-18	
Hausman, E.				Hausman, E.			Person		http://example.org/109137#Agent700-30	
Karṭa (Firm)		141502512		Karṭa (Firm)	141502512	1	Organization		http://example.org/109137#Agent710-31	
Gallant, Roy A.	75117188	75117188	1	Gallant, Roy A.			Person		http://example.org/1000796#Agent100-13	
Miller, Ron, 1947-	79059240	79059240	1	Miller, Ron, 1947-			Person		http://example.org/1000796#Agent700-25	
Gentry, Curt, 1931-2014.	79026014	79026014	0.8333333333	Gentry, Curt, 1931-2014.			Person		http://example.org/1028667#Agent100-11	
Young, Kimball, 1893-1972.	64156310	64156310	0.9615384615	Young, Kimball, 1893-1972.			Person		http://example.org/1025423#Agent100-11	
Gillin, John Lewis, 1871-1958,	50376110	50376110	0.9666666667	Gillin, John Lewis, 1871-1958,			Person		http://example.org/1025423#Agent700-21	
Dedrick, Calvert L. (Calvert Lampert),	38984552	38984552	0.9736842105	Dedrick, Calvert L. (Calvert Lampert),			Person		http://example.org/1025423#Agent700-22	
Gibran, Kahlil, 1883-1931.	88896061	88896061	0.9230769231	Gibran, Kahlil, 1883-1931.			Person		http://example.org/1078138#Agent100-10	
Frayne, Trent.				Frayne, Trent.			Person		http://example.org/1056955#Agent100-11	
Smith, Dwight C., 1930-	1577985	1577985	0.8518518519	Smith, Dwight C., 1930-			Person		http://example.org/1071161#Agent100-16	
Rand, Edward Kennard, 1871-1945.	46885673	46885673	0.96875	Rand, Edward Kennard, 1871-1945.			Person		http://example.org/1092485#Agent100-10	
Virgil.	8194433	8194433	1	Virgil.			Person		http://example.org/1092485#Agent600-18	
Virgil	8194433	8194433	0.8571428571	Virgil			Person		http://example.org/1092485#Agent600-19	
Frazer, James George, 1854-1941.	31996454	31996454	1	Frazer, James George, 1854-1941.			Person		http://example.org/1043133#Agent100-13	
Armstrong, Gerry.	8811515	8811515	0.9411764706	Armstrong, Gerry.			Person		http://example.org/1075238#Agent100-11	
Armstrong, George Douglas, 1927- ,	6200929	6200929	0.9411764706	Armstrong, George Douglas, 1927- ,			Person		http://example.org/1075238#Agent700-23	
Sacchi, Filippo, 1887-1971.	24726910	24726910	0.962962963	Sacchi, Filippo, 1887-1971.			Person		http://example.org/1082791#Agent100-10	
Toscanini, Arturo, 1867-1957.	19867298	19867298	1	Toscanini, Arturo, 1867-1957.			Person		http://example.org/1082791#Agent600-19	
Schikaneder, Emanuel, 1751-1812.	44305261	44305261	0.96875	Schikaneder, Emanuel, 1751-1812.			Person		http://example.org/1073839#Agent100-10	
Schikaneder, Emanuel, 1751-1812.	44305261	44305261	0.96875	Schikaneder, Emanuel, 1751-1812.			Person		http://example.org/1073839#Agent700-20	
Giesecke, Charles Louis, Sir, 1761-1833.				Giesecke, Charles Louis, Sir, 1761-1833.			Person		http://example.org/1073839#Agent700-21	
Auden, W. H. (Wystan Hugh), 1907-1973,	2465832	2465832	0.9473684211	Auden, W. H. (Wystan Hugh), 1907-1973,			Person		http://example.org/1073839#Agent700-22	
Kallman, Chester, 1921-1975,	17272386	17272386	0.9642857143	Kallman, Chester, 1921-1975,			Person		http://example.org/1073839#Agent700-23	
Spender, Stephen, 1909-1995.	39398656	39398656	0.9642857143	Spender, Stephen, 1909-1995.			Person		http://example.org/1075346#Agent100-13	
Mozart, Wolfgang Amadeus, 1756-1791.	32197206	32197206	1	Mozart, Wolfgang Amadeus, 1756-1791.			Person		http://example.org/1075346#Agent600-21	
Eldin, Peter, 1939-	102164037	102164037	1	Eldin, Peter, 1939-			Person		http://example.org/1002712#Agent100-11	
Reesink, Marijke, 1919-	71917483	71917483	0.8846153846	Reesink, Marijke, 1919-			Person		http://example.org/1063400#Agent100-13	
Hospes, Adrie,				Hospes, Adrie,			Person		http://example.org/1063400#Agent700-24	
Turska, Krystyna, 1933-	112263431	112263431	1	Turska, Krystyna, 1933-			Person		http://example.org/102880#Agent100-12	
Shulevitz, Uri, 1935-	4.70414839083761E+021	4.70414839083761E+021	0.9523809524	Shulevitz, Uri, 1935-			Person		http://example.org/1070452#Agent100-12	
Peretz, Isaac Leib, 1851 or 2-1915.	236889434	236889434	0.9714285714	Peretz, Isaac Leib, 1851 or 2-1915.			Person		http://example.org/1070452#Agent700-21	
Czakó, Ambrosius, 1887-.				Czakó, Ambrosius, 1887-.			Person		http://example.org/1037504#Agent100-10	
Schisgall, Oscar, 1901-	195399705	195399705	0.8518518519	Schisgall, Oscar, 1901-			Person		http://example.org/1008645#Agent100-11	
Riklis, Meshulam, 1923-	6375721	6375721	1	Riklis, Meshulam, 1923-			Person		http://example.org/1008645#Agent600-20	
Knapp, J. Merrill.	91979216	91979216	0.9444444444	Knapp, J. Merrill.			Person		http://example.org/1083147#Agent100-13	
Peltz, Mary Ellis (Opdycke) 1896-				Peltz, Mary Ellis (Opdycke) 1896-			Person		http://example.org/1083173#Agent100-13	
New York (N.Y.) Metropolitan Opera.				New York (N.Y.) Metropolitan Opera.			Jurisdiction		http://example.org/1083173#Agent610-21	
Alexander, Arthur.				Alexander, Arthur.			Person		http://example.org/1089589#Agent100-10	
Kinnie, Ernest J.	6.14965990390683E+018	6.14965990390683E+018	1	Kinnie, Ernest J.			Person		http://example.org/104575#Agent100-12	
Kelley, Jacqueline,	1.01149659943807E+020	1.01149659943807E+020	0.9473684211	Kelley, Jacqueline,			Person		http://example.org/104575#Agent700-22	
Haining, Peter.	56712957	56712957	0.9333333333	Haining, Peter.			Person		http://example.org/1078382#Agent700-20	
McLean, Ian.	71472171	71472171	0.9230769231	McLean, Ian.			Person		http://example.org/1012779#Agent100-11	
Morrish, Peter,	33238736	33238736	0.9333333333	Morrish, Peter,			Person		http://example.org/1012779#Agent700-21	
Great Britain. Magistrates' Courts.				Great Britain. Magistrates' Courts.			Jurisdiction		http://example.org/1012779#Agent710-22	
Daugherty, James Henry, 1889-1974.	60370305	60370305	0.9705882353	Daugherty, James Henry, 1889-1974.			Person		http://example.org/1047185#Agent100-12	
Parsons, Iain.	57181200	57181200	1	Parsons, Iain.			Person		http://example.org/109463#Agent700-20	
Durkin, Douglas Leader, 1884-1968.				Durkin, Douglas Leader, 1884-1968.			Person		http://example.org/1035327#Agent100-13	
Kirkconnell, Watson, 1895-1977,	110761312	110761312	0.9677419355	Kirkconnell, Watson, 1895-1977,			Person		http://example.org/1097906#Agent100-10	
Vaidya, Chintaman Vinayak, 1861-1938.	2864679	2864679	0.972972973	Vaidya, Chintaman Vinayak, 1861-1938.			Person		http://example.org/1098890#Agent100-10	
Pratāpachandra Rāya, 1842-1895.				Pratāpachandra Rāya, 1842-1895.			Person		http://example.org/1098882#Agent700-19	
Ganguli, Kisari Mohan,	51338483	51338483	0.9545454545	Ganguli, Kisari Mohan,			Person		http://example.org/1098882#Agent700-20	
Buitenen, J. A. B. van (Johannes Adrianus Bernardus), 1928-1979,	61586525	61586525	0.984375	Buitenen, J. A. B. van (Johannes Adrianus Bernardus), 1928-1979,			Person		http://example.org/1035145#Agent700-21	
Gaṅgārāma, 18th century.				Gaṅgārāma, 18th century.			Person		http://example.org/1098953#Agent100-10	
Dimock, Edward C.,	56659577	56659577	0.9444444444	Dimock, Edward C.,			Person		http://example.org/1098953#Agent700-19	
Gupta, Pratulacandra, 1910-	70342472	70342472	1	Gupta, Pratulacandra, 1910-			Person		http://example.org/1098953#Agent700-20	
Association for Asian Studies.		124861442		Association for Asian Studies.	124861442	0.9333333333	Organization		http://example.org/1098953#Agent710-21	
