Column 1	matched_ID	ID	score (0.8)	Column 2	Column 3	Column 4	blank
Rodrigues, Maria Isabel				Person		http://example.org/6786284#Agent100-14	
Iemma, Antônio Francisco	4641297	46412975	1	Person		http://example.org/6786284#Agent700-28	
Bowerman, Bruce L	10920745	109207456	0.9444444444	Person		http://example.org/6784291#Agent100-15	
O'Connell, Richard T	747495	7474959	0.9523809524	Person		http://example.org/6784291#Agent700-32	
Murphree, Emily S	199850056	199850056;126274295	0.9444444444	Person		http://example.org/6784291#Agent700-33	
Bossong, Raphael, 1980-	23817282	238172826	1	Person		http://example.org/6755331#Agent700-29	
Rhinard, Mark, 1973-	10297070	102970704	1	Person		http://example.org/6755331#Agent700-30	
Harcourt, Lalie, 1951-	7301201	73012011	1	Person		http://example.org/6733801#Agent100-12	
Wortzman, Ricki	10470018	104700187;13537357;119209826	1	Person		http://example.org/6733801#Agent700-27	
Conery, John S	94057192	94057192;313303426;	0.9333333333	Person		http://example.org/6784713#Agent100-20	
Watt, Margo C	30535885	305358858;	1	Person		http://example.org/6858929#Agent100-18	
Powell, Marie, 1958-	29635669	296356691;	1	Person		http://example.org/6803065#Agent100-20	
Magalhães, Fernão de, -1521	6279035	62790350	1	Person		http://example.org/6803065#Agent600-33	
Powell, Marie, 1958-	29635669	296356691;	1	Person		http://example.org/6803066#Agent100-20	
Cartier, Jacques, 1491-1557	5417987	54179877;	1	Person		http://example.org/6803066#Agent600-31	
Hyde, Natalie, 1963-	3885422	38854222	1	Person		http://example.org/6803056#Agent100-20	
Leiv Eiriksson, -approximately 1020	2540306	25403060;;104457197	1	Person		http://example.org/6803056#Agent600-33	
Cooke, Tim, 1961-	7318337	73183371;305420791	1	Person		http://example.org/6803053#Agent100-20	
Polo, Marco, 1254-1323?	17343012	173430120;;	1	Person		http://example.org/6803053#Agent600-32	
O'Brien, Cynthia (Cynthia J.)	29530411	295304116	1	Person		http://example.org/6803063#Agent100-20	
Ponce de León, Juan, 1460?-1521	2786769	27867698;	1	Person		http://example.org/6803063#Agent600-33	
O'Brien, Cynthia (Cynthia J.)	29530411	295304116	1	Person		http://example.org/6803064#Agent100-20	
La Salle, Robert Cavelier, sieur de, 1643-1687	1260999	12609996	1	Person		http://example.org/6803064#Agent600-32	
Molloy, Derek, 1973-	3040668	30406688	1	Person		http://example.org/6798790#Agent100-22	
Molloy, Derek, 1973-	3040668	30406688	1	Person		http://example.org/6809456#Agent100-18	
Hirsch, Robert, 1949-	27402620	274026204	1	Person		http://example.org/6809165#Agent100-18	
Erf, Greg	17052466	170524666	1	Person		http://example.org/6809165#Agent700-32	
Mehta, Sandhya Rao	26915251	269152516;315096939	1	Person		http://example.org/6807523#Agent700-33	
Jin, Zheng, 1984-	31061524	310615240	1	Person		http://example.org/6815278#Agent700-32	
Goshgarian, Gary	38200522	38200522;;	0.9411764706	Person		http://example.org/6698203#Agent700-28	
Parks, Amy Noelle	30982580	309825802	1	Person		http://example.org/6775654#Agent100-19	
National Association for the Education of Young Children				Organization		http://example.org/6758219#Agent710-28	
Tadeusiewicz, Ryszard	8522328	85223285	1	Person		http://example.org/6808962#Agent100-18	
Chaki, Rituparna	30502426	305024260	1	Person		http://example.org/6808962#Agent700-34	
Chaki, Nabendu	16693282	166932824	0.9333333333	Person		http://example.org/6808962#Agent700-35	
Tadeusiewicz, Ryszard	8522328	85223285	1	Person		http://example.org/6802728#Agent100-20	
Chaki, Rituparna	30502426	305024260	1	Person		http://example.org/6802728#Agent700-34	
Chaki, Nabendu	16693282	166932824	0.9333333333	Person		http://example.org/6802728#Agent700-35	
Spracklen, Karl	5388148390881610000000	5388148390881610830002;90029604	1	Person		http://example.org/6849244#Agent100-12	
Heafner, Tina L	23817148	238171485	0.9375	Person		http://example.org/6739872#Agent700-40	
Hartshorne, Richard, 1971-	23660825	236608253	1	Person		http://example.org/6739872#Agent700-41	
Petty, Teresa M	4152732	41527320	0.9375	Person		http://example.org/6739872#Agent700-42	
IGI Global				Organization		http://example.org/6739872#Agent710-43	
National Association for the Education of Young Children				Organization		http://example.org/6758221#Agent710-26	
Friedlander, Eli	1993343	19933434	0.9411764706	Person		http://example.org/6789545#Agent100-17	
Kant, Immanuel, 1724-1804	82088490	82088490;;	0.9615384615	Person		http://example.org/6789545#Agent600-27	
Khoei, Amir R	968114936882049000000	9.68114936882049E+021	1	Person		http://example.org/6797164#Agent100-19	
Raymond, Sally	14258974		0.9333333333	Person		http://example.org/6756475#Agent100-17	
Santamaria, Daniel A	30981990	309819907	0.9523809524	Person		http://example.org/6758511#Agent100-15	
Erwin, Douglas H., 1958-	2715432	27154327	0.8571428571	Person		http://example.org/6775497#Agent100-13	
Fox, James Alan	4445241		1	Person		http://example.org/6742902#Agent100-17	
Levin, Jack, 1941-	1484993	14849936	0.8181818182	Person		http://example.org/6742902#Agent700-35	
Liu, Haowei	15414591110062700000	1.54145911100627E+020	0.9166666667	Person		http://example.org/6784631#Agent100-20	
Jones, Jeffrey D	875350		0.9411764706	Person		http://example.org/6855928#Agent100-22	
Shaker, Genevieve G	31328358	313283581	0.95	Person		http://example.org/6815388#Agent700-35	
Takenaka, Harukata, 1971-	11764347	117643470	0.8620689655	Person		http://example.org/6799884#Agent100-15	
Donahue, James J	290287106	290287106;	1	Person		http://example.org/6802848#Agent100-24	
Schroeder, Bernhard				Person		http://example.org/6809426#Agent100-18	
Mincy, Ronald B	278498231	278498231;234664185;113772048	0.9375	Person		http://example.org/6785991#Agent100-19	
Jethwani, Monique	31061648	310616489	1	Person		http://example.org/6785991#Agent700-35	
Klempin, Serena	31061649	310616490	1	Person		http://example.org/6785991#Agent700-36	
Meyer, Marissa	31570020		1	Person		http://example.org/6733804#Agent100-13	
Meyer, Marissa	31570020		1	Person		http://example.org/6733804#Agent800-28	
Healey, Justin	305831090	305831090;269737056	1	Person		http://example.org/6789444#Agent700-30	
Simon, Robert L., 1941-	816114919831028000000		0.9130434783	Person		http://example.org/6760009#Agent100-20	
Torres, César R	56058767	56058767;;	0.9375	Person		http://example.org/6760009#Agent700-35	
Hager, Peter F	310726769		0.9333333333	Person		http://example.org/6760009#Agent700-36	
Millington, Michael Jay	17201805	172018059	1	Person		http://example.org/6799343#Agent700-26	
Marini, Irmo	27565524	275655240;	1	Person		http://example.org/6799343#Agent700-27	
Rajkai, Zsombor	289977243	289977243;	0.9375	Person		http://example.org/6765631#Agent700-34	
Kaakinen, Joanna Rowe, 1951-	1909948	19099480	0.875	Person		http://example.org/6813406#Agent700-36	
Coehlo, Deborah Padgett	30823368	308233686;1521145857138822922072	1	Person		http://example.org/6813406#Agent700-37	
Steele, Rose				Person		http://example.org/6813406#Agent700-38	
Tabacco, Aaron	8351306	83513060;1506145857146122922399	1	Person		http://example.org/6813406#Agent700-39	
Hanson, Shirley M. H., 1938-	83114585707682300000	8.31145857076823E+020	1	Person		http://example.org/6813406#Agent700-40	
Rimmerman, Arie	4463732	44637321;23148035718587970941;315111729	1	Person		http://example.org/6800001#Agent100-22	
Arditti, Joyce A	24522290	245222908	0.9411764706	Person		http://example.org/6803326#Agent700-28	
Hutchins, Darcy J	6346235	63462357	0.9444444444	Person		http://example.org/6765625#Agent100-22	
Epstein, Joyce Levy	285650340	285650340;245905184	1	Person		http://example.org/6765625#Agent700-37	
Greenfeld, Marsha D	5853373	58533737	0.95	Person		http://example.org/6765625#Agent700-38	
Wemheuer, Felix	2322298		1	Person		http://example.org/6799906#Agent100-15	
Martin, Richard J. (Richard John), 1946-	8485609	84856096;94820530	1	Person		http://example.org/6774766#Agent700-41	
Fanaroff, Avroy A	3209134	32091347	0.9444444444	Person		http://example.org/6774766#Agent700-42	
Walsh, Michele C	75591791	75591791;;	0.9411764706	Person		http://example.org/6774766#Agent700-43	
Sze, Julie	5603900	56039006	0.9090909091	Person		http://example.org/6775549#Agent100-22	
Sze, Julie	5603900	56039006	0.9090909091	Person		http://example.org/6803150#Agent100-21	
McClendon, Alphonso D	31708971	317089711	0.9545454545	Person		http://example.org/6785955#Agent100-19	
Czerniawski, Amanda M	310614539	310614539;64145971385232330080	0.9545454545	Person		http://example.org/6805514#Agent100-17	
Bradford, Julie	310686254	310686254;	1	Person		http://example.org/6328552#Agent100-23	
Le Bon, Caroline				Person		http://example.org/6714813#Agent100-16	
Ciocco, Margaret Curry	3133875	31338753	1	Person		http://example.org/6776241#Agent100-18	
Rupert, Diana L	5409382	54093828	0.9375	Person		http://example.org/6776242#Agent100-19	
Young, Kathleen				Person		http://example.org/6776242#Agent700-33	
Visser, Lynn Sayre	31349220	313492200	1	Person		http://example.org/6855739#Agent700-32	
Monetjano, Anna Silva				Person		http://example.org/6855739#Agent700-33	
Grossman, Valerie G. A	2885623	28856236	0.9565217391	Person		http://example.org/6855739#Agent700-34	
Kliman, Daniel M	1172208	11722088	0.9411764706	Person		http://example.org/6773365#Agent100-18	
Kliman, Daniel M	1172208	11722088	0.9411764706	Person		http://example.org/6803098#Agent100-20	
Strange, Julie-Marie, 1973-	5447910	54479107	0.8709677419	Person		http://example.org/6802405#Agent100-24	
Guʹn¿y Bj¿ork Eydal				Person		http://example.org/6773909#Agent700-34	
Rostgaard, Tine	180797	1807975;257411803	1	Person		http://example.org/6773909#Agent700-35	
Vassilopoulos, Anastasios P	162195921	162195921;	0.9642857143	Person		http://example.org/6811986#Agent700-38	
Avram, Mathew M	80614699843371900000	8.06146998433719E+020	1	Person		http://example.org/6812122#Agent700-33	
Maxwell, William J				Person		http://example.org/6798565#Agent100-18	
United States. Federal Bureau of Investigation	31568365		0.8363636364	Jurisdiction		http://example.org/6798565#Agent610-30	
Maxwell, William J. (College teacher)	5439142	54391425	1	Person		http://example.org/6815629#Agent100-15	
United States. Federal Bureau of Investigation	31568365		0.8363636364	Jurisdiction		http://example.org/6815629#Agent610-26	
Petricek, Tomas	165926686	165926686;;	0.9375	Person		http://example.org/6809221#Agent700-29	
Trelford, Phillip	31561139	315611396	1	Person		http://example.org/6809221#Agent700-30	
Herriott, Scott R	9250849	9250849;200998776	0.9444444444	Person		http://example.org/6800040#Agent100-16	
Sen, Colleen Taylor	3876159	38761598;305285061;195678871	1	Person		http://example.org/6796998#Agent100-20	
Tu, Duy Linh	31070964	310709641;315120948	1	Person		http://example.org/6809301#Agent100-18	
Franklin, Gene F	75282857	75282857;;	0.9411764706	Person		http://example.org/6749880#Agent100-15	
Powell, J. David, 1938-	10781409	107814090	0.8518518519	Person		http://example.org/6749880#Agent700-26	
Emami-Naeini, Abbas	108242083	108242083;85191195	1	Person		http://example.org/6749880#Agent700-27	
Harison, Casey, 1957-	6188847	61888477	0.84	Person		http://example.org/6808178#Agent100-17	
Who (Musical group)				Organization		http://example.org/6808178#Agent610-27	
Denkenberger, David Charles	6127683	61276830;61146822399807382064	1	Person		http://example.org/6798749#Agent100-17	
Pearce, Joshua	68314628432821500000	683146284328215331354;;	1	Person		http://example.org/6798749#Agent700-32	
Goodman, Lawrence R. (Lawrence Roger), 1943-	4555143	45551438	1	Person		http://example.org/6774771#Agent100-17	
Gavin, Helen	30591501		1	Person		http://example.org/6720280#Agent100-25	
Porter, Theresa	31348241	313482410	1	Person		http://example.org/6720280#Agent700-40	
Carrington, Kerry	1150279	11502795;276229357;312618429	1	Person		http://example.org/6773977#Agent100-19	
Messina-Dysert, Gina	31061174	310611743	1	Person		http://example.org/6808630#Agent700-28	
Ruether, Rosemary Radford	1972195	19721958;;1374145856851022920012	1	Person		http://example.org/6808630#Agent700-29	
hooks, bell, 1952-	7911593	79115934	1	Person		http://example.org/6802740#Agent100-22	
Pini, Barbara	31509905		1	Person		http://example.org/6807354#Agent700-34	
Brandth, Berit, 1947-	11893412	118934120	0.84	Person		http://example.org/6807354#Agent700-35	
Little, Jo, 1958-	11014149		0.8095238095	Person		http://example.org/6807354#Agent700-36	
Silva, Kumarini, 1972-	31061722	310617222	1	Person		http://example.org/6811118#Agent700-33	
Mendes, Kaitlynn, 1983-	17081811	170818112	0.8846153846	Person		http://example.org/6811118#Agent700-34	
Ferri, Fred F	276144928062254000000	276144928062254340291;	1	Person		http://example.org/6622208#Agent100-17	
Furniss, Dominic	30745662	307456620	1	Person		http://example.org/6790077#Agent700-40	
Randell, Rebecca	30745662	307456625;148514336	1	Person		http://example.org/6790077#Agent700-41	
O'Kane, Aisling Ann	30745662	307456624	1	Person		http://example.org/6790077#Agent700-42	
Taneva, Svetlena	30745662	307456627	1	Person		http://example.org/6790077#Agent700-43	
Mentis, Helena Marie	30745662	307456628	1	Person		http://example.org/6790077#Agent700-44	
Blandford, Ann	8519376		1	Person		http://example.org/6790077#Agent700-45	
Ellis, Donald G	5103048	5103048;;	0.9375	Person		http://example.org/6813619#Agent100-16	
Subcultures Network				Organization		http://example.org/6765807#Agent710-26	
Dietrich, Tim				Person		http://example.org/6784321#Agent100-18	
Yacavone, Daniel	30982138	309821382;313459037	1	Person		http://example.org/6803410#Agent100-21	
Arestis, Philip, 1941-	10832469	108324691	0.8461538462	Person		http://example.org/6813492#Agent700-32	
Sawyer, Malcolm C	85280838	85280838;	0.9444444444	Person		http://example.org/6813492#Agent700-33	
Samonas, Michael	31145858	311458584	0.9411764706	Person		http://example.org/6812133#Agent100-21	
Keenan, Sean C., 1961-	18969371	189693713	1	Person		http://example.org/6855796#Agent100-21	
Dunham-Taylor, Janne	7816537	78165378	1	Person		http://example.org/6697677#Agent700-36	
Pinczuk, Joseph Z	7077708	70777086	0.9444444444	Person		http://example.org/6697677#Agent700-37	
Alexander, Kern	263020863		0.9375	Person		http://example.org/6769169#Agent100-20	
Salmon, Richard G., 1938-	11519593	115195937	1	Person		http://example.org/6769169#Agent700-36	
Alexander, F. King (Fieldon King)	1930659	19306593;116484659	1	Person		http://example.org/6769169#Agent700-37	
Banks, Angelica	30510504		1	Person		http://example.org/6815488#Agent100-15	
Lewis, Stevie	30545135		1	Person		http://example.org/6815488#Agent700-31	
Berger, Carin	5845087	58450873;236874037	1	Person		http://example.org/6808116#Agent100-15	
Daws, Dilys	11013505	110135050	1	Person		http://example.org/6813470#Agent100-20	
de Rementeria, Alexandra	8414711812882630000	8.41471181288263E+019	0.9583333333	Person		http://example.org/6813470#Agent700-36	
Aczel, Amir D	101794526	101794526;99766410;	0.9285714286	Person		http://example.org/6805020#Agent100-18	
Ellobody, Ehab	30545637	305456376	0.9333333333	Person		http://example.org/6638091#Agent100-21	
Lo, Dan				Person		http://example.org/6749001#Agent100-14	
Sahlberg, Pasi	305778133	305778133;4519149296158280670008	1	Person		http://example.org/6803017#Agent100-19	
Hart, Peter, 1955-	1505272		0.8181818182	Person		http://example.org/6774501#Agent100-19	
Great Britain. Army				Jurisdiction		http://example.org/6774501#Agent610-31	
Great Britain. Army. British Expeditionary Force				Jurisdiction		http://example.org/6774501#Agent610-32	
Germany. Heer				Jurisdiction		http://example.org/6774501#Agent610-33	
France. Armée				Jurisdiction		http://example.org/6774501#Agent610-34	
Smith, John Howard, 1968-	8826692		0.8620689655	Person		http://example.org/6807376#Agent100-21	
McCarty, Peter	3123841	31238415;;297245335	1	Person		http://example.org/6790424#Agent100-15	
Morgan, Sarah, 1948-	10071829	100718294;;	1	Person		http://example.org/6855832#Agent100-12	
Morgan, Sarah, 1948-	10071829	100718294;;	1	Person		http://example.org/6855832#Agent800-26	
Sorensen, Peter W	768405		0.9444444444	Person		http://example.org/6797155#Agent700-39	
Wisenden, Brian D. (Brian Douglas), 1962-	10517428	105174289	1	Person		http://example.org/6797155#Agent700-40	
Naternicola, Nancy L., 1952-	30982860	309828608	1	Person		http://example.org/6789407#Agent100-17	
