LC	LC-ID	ID	Value	ID1	LC-P	LCP-ID	Column 2	Column 3	Column 4	blank
Walker, Brett L., 1967-	http://id.loc.gov/authorities/names/n2001057107	http://id.loc.gov/authorities/names/n2001057107	Walker, Brett L., 1967-	http://id.loc.gov/authorities/names/n2001057107	Walker, Brett L.,		Person		http://example.org/6849283#Agent100-14	
Mason, David S. (David Stewart), 1947-	http://id.loc.gov/authorities/names/n84202118	http://id.loc.gov/authorities/names/n84202118	Mason, David S. (David Stewart), 1947-	http://id.loc.gov/authorities/names/n84202118	Mason, David S. (David Stewart), 1947-	n84202118	Person		http://example.org/6802858#Agent100-24	
Creswell, John W.	http://id.loc.gov/authorities/names/n85296479	http://id.loc.gov/authorities/names/n85296479	Creswell, John W.	http://id.loc.gov/authorities/names/n85296479	Creswell, John W.	n85296479	Person		http://example.org/6740958#Agent100-15	
Beebe, Steven A., 1950-	http://id.loc.gov/authorities/names/n81088716	http://id.loc.gov/authorities/names/n81088716	Beebe, Steven A., 1950-	http://id.loc.gov/authorities/names/n81088716	Beebe, Steven A., 1950-....	n81088716	Person		http://example.org/6698066#Agent100-17	
Beebe, Susan J.	http://id.loc.gov/authorities/names/n89125708	http://id.loc.gov/authorities/names/n89125708	Beebe, Susan J.	http://id.loc.gov/authorities/names/n89125708	Beebe, Susan J.	n89125708	Person		http://example.org/6698066#Agent700-29	
Parascandola, Louis J., 1952-	http://id.loc.gov/authorities/names/n95112710	http://id.loc.gov/authorities/names/n95112710	Parascandola, Louis J., 1952-	http://id.loc.gov/authorities/names/n95112710	Parascandola, Louis J., 1952-	n95112710	Person		http://example.org/6803154#Agent700-33	
Parascandola, John, 1941-	http://id.loc.gov/authorities/names/n82148596	http://id.loc.gov/authorities/names/n82148596	Parascandola, John, 1941-	http://id.loc.gov/authorities/names/n82148596	Parascandola, John, 1941-....	n82148596	Person		http://example.org/6803154#Agent700-34	
O'Connor, Kieron Philip	http://id.loc.gov/authorities/names/n89143640	http://id.loc.gov/authorities/names/n89143640	O'Connor, Kieron Philip	http://id.loc.gov/authorities/names/n89143640	O'Connor, Kieron Philip	n89143640	Person		http://example.org/6812939#Agent100-18	
Wetering, Ernst van de, 1938-	http://id.loc.gov/authorities/names/no98007886	http://id.loc.gov/authorities/names/no98007886	Wetering, Ernst van de, 1938-	http://id.loc.gov/authorities/names/no98007886	Wetering, Ernst van de 1938-	no98007886	Person		http://example.org/6791877#Agent100-19	
Rembrandt Harmenszoon van Rijn, 1606-1669.		n79142935	Rembrandt Harmenszoon van Rijn, 1606-1669	http://id.loc.gov/authorities/names/n79142935	Rembrandt, Harmenszoon van Rijn, 1606-1669	n79142935	Person		http://example.org/6791877#Agent600-31	
Nes Carin van			Nes, Carin van		Nes, Carin van,		Person		http://example.org/6791877#Agent700-32	
Pearson, Murray	http://id.loc.gov/authorities/names/no2006075183	http://id.loc.gov/authorities/names/no2006075183	Pearson, Murray	http://id.loc.gov/authorities/names/no2006075183	Pearson, Murray.	no2006075183	Person		http://example.org/6791877#Agent700-33	
Howard, Carl Q., 1970-	http://id.loc.gov/authorities/names/n2014031437	http://id.loc.gov/authorities/names/n2014031437	Howard, Carl Q., 1970-	http://id.loc.gov/authorities/names/n2014031437	Howard, Carl Q., 1970-	n2014031437	Person		http://example.org/6786242#Agent100-14	
Cazzolato, Benjamin S., 1969-	http://id.loc.gov/authorities/names/n2014031439	http://id.loc.gov/authorities/names/n2014031439	Cazzolato, Benjamin S., 1969-	http://id.loc.gov/authorities/names/n2014031439	Cazzolato, Benjamin S., 1969-	n2014031439	Person		http://example.org/6786242#Agent700-33	
Beagan, Brenda L.	http://id.loc.gov/authorities/names/no2015026134	http://id.loc.gov/authorities/names/no2015026134	Beagan, Brenda L.	http://id.loc.gov/authorities/names/no2015026134	Beagan, Brenda L.	no2015026134	Person		http://example.org/6803037#Agent100-21	
Chapman, Gwen E., 1959-			Chapman, Gwen E., 1959-		Chapman, Gwen E., 1959-		Person		http://example.org/6803037#Agent700-32	
Johnston, Josée, 1972-	http://id.loc.gov/authorities/names/n2006024985	http://id.loc.gov/authorities/names/n2006024985	Johnston, Josée, 1972-	http://id.loc.gov/authorities/names/n2006024985	Johnston, Josée 1972-	n2006024985	Person		http://example.org/6803037#Agent700-33	
McPhail, Deborah, 1977-	http://id.loc.gov/authorities/names/n2016188595	http://id.loc.gov/authorities/names/n2016188595	McPhail, Deborah, 1977-	http://id.loc.gov/authorities/names/n2016188595	McPhail, Deborah, 1977-	n2016188595	Person		http://example.org/6803037#Agent700-34	
Power, Elaine M., 1961-	http://id.loc.gov/authorities/names/n2016189625	http://id.loc.gov/authorities/names/n2016189625	Power, Elaine M., 1961-	http://id.loc.gov/authorities/names/n2016189625	Power, Elaine M., 1961-	n2016189625	Person		http://example.org/6803037#Agent700-35	
Vallianatos, Helen	http://id.loc.gov/authorities/names/no00008768	http://id.loc.gov/authorities/names/no00008768	Vallianatos, Helen	http://id.loc.gov/authorities/names/no00008768	Vallianatos, Helen	no00008768	Person		http://example.org/6803037#Agent700-36	
Beagan, Brenda L.	http://id.loc.gov/authorities/names/no2015026134	http://id.loc.gov/authorities/names/no2015026134	Beagan, Brenda L.	http://id.loc.gov/authorities/names/no2015026134	Beagan, Brenda L.	no2015026134	Person		http://example.org/6795707#Agent100-22	
Vallianatos, Helen	http://id.loc.gov/authorities/names/no00008768	http://id.loc.gov/authorities/names/no00008768	Vallianatos, Helen	http://id.loc.gov/authorities/names/no00008768	Vallianatos, Helen	no00008768	Person		http://example.org/6795707#Agent700-33	
Johnston, Josée, 1972-	http://id.loc.gov/authorities/names/n2006024985	http://id.loc.gov/authorities/names/n2006024985	Johnston, Josée, 1972-	http://id.loc.gov/authorities/names/n2006024985	Johnston, Josée 1972-	n2006024985	Person		http://example.org/6795707#Agent700-34	
Chapman Gwen E. 1959-			Chapman, Gwen E., 1959-		Chapman, Gwen E., 1959-,		Person		http://example.org/6795707#Agent700-35	
McPhail, Deborah, 1977-	http://id.loc.gov/authorities/names/n2016188595	http://id.loc.gov/authorities/names/n2016188595	McPhail, Deborah, 1977-	http://id.loc.gov/authorities/names/n2016188595	McPhail, Deborah, 1977-	n2016188595	Person		http://example.org/6795707#Agent700-36	
Power, Elaine M., 1961-	http://id.loc.gov/authorities/names/n2016189625	http://id.loc.gov/authorities/names/n2016189625	Power, Elaine M., 1961-	http://id.loc.gov/authorities/names/n2016189625	Power, Elaine M., 1961-	n2016189625	Person		http://example.org/6795707#Agent700-37	
Zufferey, Sandrine	http://id.loc.gov/authorities/names/n2010050712	http://id.loc.gov/authorities/names/n2010050712	Zufferey, Sandrine	http://id.loc.gov/authorities/names/n2010050712	Zufferey, Sandrine.	n2010050712	Person		http://example.org/6774181#Agent100-19	
Young, David E. (David Earl)	http://id.loc.gov/authorities/names/n92033150	http://id.loc.gov/authorities/names/n92033150	Young, David E. (David Earl)	http://id.loc.gov/authorities/names/n92033150	Young, David E. (David Earl)	n92033150	Person		http://example.org/6694250#Agent100-19	
Willier, Russell		nr90008900	Willier, Russell	http://id.loc.gov/authorities/names/nr90008900	Willier, Russell	nr90008900	Person		http://example.org/6694250#Agent600-30	
Willier, Russell	http://id.loc.gov/authorities/names/nr90008900	http://id.loc.gov/authorities/names/nr90008900	Willier, Russell	http://id.loc.gov/authorities/names/nr90008900	Willier, Russell	nr90008900	Person		http://example.org/6694250#Agent600-31	
Rogers, Robert Dale, 1950-	http://id.loc.gov/authorities/names/n2011181206	http://id.loc.gov/authorities/names/n2011181206	Rogers, Robert Dale, 1950-	http://id.loc.gov/authorities/names/n2011181206	Rogers, Robert Dale, 1950-	n2011181206	Person		http://example.org/6694250#Agent700-37	
Willier, Russell		nr90008900	Willier, Russell	http://id.loc.gov/authorities/names/nr90008900	Willier, Russell	nr90008900	Person		http://example.org/6694250#Agent700-38	
Buuren, Arwin van	http://id.loc.gov/authorities/names/n2008071329	http://id.loc.gov/authorities/names/n2008071329	Buuren, Arwin van	http://id.loc.gov/authorities/names/n2008071329	Buuren, Arwin van	n2008071329	Person		http://example.org/6807496#Agent700-35	
Eshuis, Jasper, 1972-	http://id.loc.gov/authorities/names/n2011043126	http://id.loc.gov/authorities/names/n2011043126	Eshuis, Jasper, 1972-	http://id.loc.gov/authorities/names/n2011043126	Eshuis, Jasper, 1972-....	n2011043126	Person		http://example.org/6807496#Agent700-36	
Vliet, Mathijs van	http://id.loc.gov/authorities/names/n2014070093	http://id.loc.gov/authorities/names/n2014070093	Vliet, Mathijs van	http://id.loc.gov/authorities/names/n2014070093	Vliet, Mathijs van	n2014070093	Person		http://example.org/6807496#Agent700-37	
DeTurk, Sara	http://id.loc.gov/authorities/names/n2014051123	http://id.loc.gov/authorities/names/n2014051123	DeTurk, Sara	http://id.loc.gov/authorities/names/n2014051123	DeTurk, Sara	n2014051123	Person		http://example.org/6795648#Agent100-21	
Esperanza Peace &amp; Justice Center			Esperanza Peace &amp; Justice Center		Esperanza Peace &amp; Justice Center.		Organization		http://example.org/6795648#Agent610-32	
Cook, Diane J., 1963-	http://id.loc.gov/authorities/names/n2006028697	http://id.loc.gov/authorities/names/n2006028697	Cook, Diane J., 1963-	http://id.loc.gov/authorities/names/n2006028697	Cook, Diane J., 1963-....	n2006028697	Person		http://example.org/6855794#Agent100-23	
Krishnan, Narayanan C.	http://id.loc.gov/authorities/names/no2015081311	http://id.loc.gov/authorities/names/no2015081311	Krishnan, Narayanan C.	http://id.loc.gov/authorities/names/no2015081311	Krishnan, Narayanan C.	no2015081311	Person		http://example.org/6855794#Agent700-39	
Ewan, Vanessa, 1960-	http://id.loc.gov/authorities/names/n2014037453	http://id.loc.gov/authorities/names/n2014037453	Ewan, Vanessa, 1960-	http://id.loc.gov/authorities/names/n2014037453	Ewan, Vanessa, 1960-	n2014037453	Person		http://example.org/6775504#Agent100-17	
Green, Debbie, 1956-	http://id.loc.gov/authorities/names/n2014039657	http://id.loc.gov/authorities/names/n2014039657	Green, Debbie, 1956-	http://id.loc.gov/authorities/names/n2014039657	Green, Debbie, 1956-		Person		http://example.org/6775504#Agent700-28	
Brooks, Helen, 1981-	http://id.loc.gov/authorities/names/n2014050877	http://id.loc.gov/authorities/names/n2014050877	Brooks, Helen, 1981-	http://id.loc.gov/authorities/names/n2014050877	Brooks, Helen, 1981-	n2014050877	Person		http://example.org/6774095#Agent100-19	
Palgrave Connect (Online service)	http://id.loc.gov/authorities/names/no2010191429	http://id.loc.gov/authorities/names/no2010191429	Palgrave Connect (Online service)	http://id.loc.gov/authorities/names/no2010191429	Palgrave Connect (Online service)		Organization		http://example.org/6774095#Agent710-32	
Clements, Rebekah, 1979-	http://id.loc.gov/authorities/names/n2014051851	http://id.loc.gov/authorities/names/n2014051851	Clements, Rebekah, 1979-	http://id.loc.gov/authorities/names/n2014051851	Clements, Rebekah,		Person		http://example.org/6849271#Agent100-14	
Chelmow, David	http://id.loc.gov/authorities/names/n2014183873	http://id.loc.gov/authorities/names/n2014183873	Chelmow, David	http://id.loc.gov/authorities/names/n2014183873	Chelmow, David	n2014183873	Person		http://example.org/6850064#Agent700-29	
Isaacs, Christine R.	http://id.loc.gov/authorities/names/n2014183878	http://id.loc.gov/authorities/names/n2014183878	Isaacs, Christine R.	http://id.loc.gov/authorities/names/n2014183878	Isaacs, Christine R.	n2014183878	Person		http://example.org/6850064#Agent700-30	
Carroll, Ashley	http://id.loc.gov/authorities/names/n2014183879	http://id.loc.gov/authorities/names/n2014183879	Carroll, Ashley	http://id.loc.gov/authorities/names/n2014183879	Carroll, Ashley	n2014183879	Person		http://example.org/6850064#Agent700-31	
Katagiri, Noriyuki		no2014044882	Katagiri, Noriyuki	http://id.loc.gov/authorities/names/no2014044882	Katagiri, Noriyuki.	no2014044882	Person		http://example.org/6774208#Agent100-18	
Katagiri, Noriyuki		no2014044882	Katagiri, Noriyuki	http://id.loc.gov/authorities/names/no2014044882	Katagiri, Noriyuki.	no2014044882	Person		http://example.org/6758290#Agent100-15	
Chang, Mark	http://id.loc.gov/authorities/names/n2006054152	http://id.loc.gov/authorities/names/n2006054152	Chang, Mark	http://id.loc.gov/authorities/names/n2006054152	Chang, Mark.	n2006054152	Person		http://example.org/6786272#Agent100-14	
Poularikas, Alexander D., 1933-	http://id.loc.gov/authorities/names/n79028766	http://id.loc.gov/authorities/names/n79028766	Poularikas, Alexander D., 1933-	http://id.loc.gov/authorities/names/n79028766	Poularikas, Alexander D., 1933-	n79028766	Person		http://example.org/6808971#Agent100-18	
Gürth, Per-Henrik	http://id.loc.gov/authorities/names/no2001051625	http://id.loc.gov/authorities/names/no2001051625	Gürth, Per-Henrik	http://id.loc.gov/authorities/names/no2001051625	Gürth, Per-Henrik	no2001051625	Person		http://example.org/6786304#Agent100-14	
Fong, Rowena	http://id.loc.gov/authorities/names/no96061621	http://id.loc.gov/authorities/names/no96061621	Fong, Rowena	http://id.loc.gov/authorities/names/no96061621	Fong, Rowena	no96061621	Person		http://example.org/6786568#Agent700-33	
Ruckmongathan, Temkar N.	http://id.loc.gov/authorities/names/n2014023911	http://id.loc.gov/authorities/names/n2014023911	Ruckmongathan, Temkar N.	http://id.loc.gov/authorities/names/n2014023911	Ruckmongathan, Temkar N.	n2014023911	Person		http://example.org/6773971#Agent100-24	
Colman, Andrew M.	http://id.loc.gov/authorities/names/n82009233	http://id.loc.gov/authorities/names/n82009233	Colman, Andrew M.	http://id.loc.gov/authorities/names/n82009233	Colman, Andrew M.	n82009233	Person		http://example.org/6849475#Agent100-14	
DeValve, Michael J.	http://id.loc.gov/authorities/names/n2014064965	http://id.loc.gov/authorities/names/n2014064965	DeValve, Michael J.	http://id.loc.gov/authorities/names/n2014064965	DeValve, Michael J.	n2014064965	Person		http://example.org/6799148#Agent100-15	
Faulkner, Andrew	http://id.loc.gov/authorities/names/no2015037685	http://id.loc.gov/authorities/names/no2015037685	Faulkner, Andrew	http://id.loc.gov/authorities/names/no2015037685	Faulkner, Andrew.	no2015037685	Person		http://example.org/6784393#Agent100-18	
Gyncild, Brie	http://id.loc.gov/authorities/names/no2004026874	http://id.loc.gov/authorities/names/no2004026874	Gyncild, Brie	http://id.loc.gov/authorities/names/no2004026874	Gyncild, Brie.	no2004026874	Person		http://example.org/6784393#Agent700-36	
Maivald, James J.	http://id.loc.gov/authorities/names/no2008016341	http://id.loc.gov/authorities/names/no2008016341	Maivald, James J.	http://id.loc.gov/authorities/names/no2008016341	Maivald, James J.	no2008016341	Person		http://example.org/6809132#Agent100-18	
Wood, Brian	http://id.loc.gov/authorities/names/nr89010504	http://id.loc.gov/authorities/names/nr89010504	Wood, Brian	http://id.loc.gov/authorities/names/nr89010504	Wood, Brian,		Person		http://example.org/6808783#Agent100-18	
Wood, Brian, 1953-	http://id.loc.gov/authorities/names/n2009051217	http://id.loc.gov/authorities/names/n2009051217	Wood, Brian	http://id.loc.gov/authorities/names/nr89010504	Wood, Brian.		Person		http://example.org/6786435#Agent100-15	
Anton, Kelly Kordes		n98074242	Anton, Kelly Kordes	http://id.loc.gov/authorities/names/n98074242	Anton, Kelly Kordes.	n98074242	Person		http://example.org/6659415#Agent100-18	
Cruise, John		http://id.loc.gov/authorities/names/no98076033	Cruise, John	http://id.loc.gov/authorities/names/no98076033	Cruise, John.		Person		http://example.org/6659415#Agent700-35	
Bukhuth, Shakoor			Bukhuth, Shakoor		Bukhuth, Shakoor.		Person		http://example.org/6659415#Agent700-36	
Anton, Kelly Kordes	http://id.loc.gov/authorities/names/n98074242	http://id.loc.gov/authorities/names/n98074242	Anton, Kelly Kordes	http://id.loc.gov/authorities/names/n98074242	Anton, Kelly Kordes.	n98074242	Person		http://example.org/6786432#Agent100-12	
Cruise, John	http://id.loc.gov/authorities/names/no98076033	http://id.loc.gov/authorities/names/no98076033	Cruise, John	http://id.loc.gov/authorities/names/no98076033	Cruise, John,		Person		http://example.org/6786432#Agent700-27	
