Val	match-ID-F	score-lc	Column 1	LC-VP	match-ID	score	Cor	LC-VC	score-c	org	Column 3	Column 4	blank
Hyndman, H. M. (Henry Mayers), 1842-1921	n82268260	100	Hyndman, H. M. (Henry Mayers), 1842-1921	n82268260	n82268260	0.975	Hyndman, H. M. (Henry Mayers), 1842-1921			Person		http://example.org/1024229#Agent100-11	
McConnell, John Wilkinson, 1907-	n81061404	100	McConnell, John Wilkinson, 1907-	n81061404	n81061404	1	McConnell, John Wilkinson, 1907-			Person		http://example.org/1034147#Agent100-11	
American Council on Public Affairs	n78083436	100	American Council on Public Affairs		n78083436		American Council on Public Affairs	n78083436	1	Organization		http://example.org/1034147#Agent710-24	
Spencer, Herbert, 1820-1903	n80038441	100	Spencer, Herbert, 1820-1903	n80038441	n80038441	0.9642857143	Spencer, Herbert, 1820-1903			Person		http://example.org/1024815#Agent100-17	
Carneiro, Robert L. (Robert Leonard), 1927-	n85146654	100	Carneiro, Robert L. (Robert Leonard), 1927- 	n85146654	n85146654	0.9772727273	Carneiro, Robert L. (Robert Leonard), 1927- 			Person		http://example.org/1024815#Agent700-30	
Osborn, Robert J.	no96036384	100	Osborn, Robert J	no96036384	no96036384	0.9411764706	Osborn, Robert J			Person		http://example.org/1056744#Agent100-15	
Silvern, Leonard Charles, 1919-	n50031158	100	Silvern, Leonard Charles, 1919-	n50031158	n50031158	1	Silvern, Leonard Charles, 1919-			Person		http://example.org/1079009#Agent100-11	
Gray, Malcolm R.	n85094773	100	Gray, Malcolm R	n85094773	n85094773	0.9375	Gray, Malcolm R			Person		http://example.org/101595#Agent100-9	
Lipsey, Richard G., 1928-	n50051348	100	Lipsey, Richard G., 1928-	n50051348	n50051348	1	Lipsey, Richard G., 1928-			Person		http://example.org/101595#Agent700-20	
Asia Society	n79039829	100	Asia Society		n79039829		Asia Society	n79039829	0.9230769231	Organization		http://example.org/1080856#Agent110-10	
Rowland, Benjamin, 1904-1972	n50022316	100	Rowland, Benjamin, 1904-1972	n50022316	n50022316	1	Rowland, Benjamin, 1904-1972			Person		http://example.org/1080856#Agent700-19	
Asia House Gallery	n79066125	100	Asia House Gallery		n79066125		Asia House Gallery	n79066125	1	Organization		http://example.org/1080856#Agent710-20	
Swainson, Neil A., 1919-			Swainson, Neil A., 1919-				Swainson, Neil A., 1919-			Person		http://example.org/1069085#Agent100-11	
Canada	n79007233	100	Canada				Canada			Jurisdiction		http://example.org/1069085#Agent610-22	
Reisner, Edward Hartman, 1885-			Reisner, Edward Hartman, 1885-				Reisner, Edward Hartman, 1885-			Person		http://example.org/1055871#Agent100-11	
Rubinstein, David	n50022693	100	Rubinstein, David	n50022693	n50022693	1	Rubinstein, David			Person		http://example.org/1069517#Agent100-10	
Simon, Brian	n50023657	100	Simon, Brian				Simon, Brian			Person		http://example.org/1069517#Agent700-21	
Neumann, Alfred Robert, 1921-			Neumann, Alfred Robert, 1921-				Neumann, Alfred Robert, 1921-			Person		http://example.org/1070507#Agent100-9	
Wendell, Charles	no00051315	100	Wendell, Charles				Wendell, Charles			Person		http://example.org/1054778#Agent100-13	
al-Sayyid, Aḥmad Luṭfī, 1872-1963	n82040091	89	al-Sayyid, Aḥmad Luṭfī, 1872-1963	n82040091	n82040091	0.9090909091	al-Sayyid, Aḥmad Luṭfī, 1872-1963			Person		http://example.org/1054778#Agent600-22	
Greenough, James C. (James Carruthers), 1829-			Greenough, James C. (James Carruthers), 1829-				Greenough, James C. (James Carruthers), 1829-			Person		http://example.org/1057339#Agent100-11	
McKnight, George Harley, 1871-1951	n50081696	100	McKnight, George Harley, 1871-1951	n50081696	n50081696	1	McKnight, George Harley, 1871-1951			Person		http://example.org/1095283#Agent100-12	
Emsley, Bert, 1889- 			Emsley, Bert, 1889- 				Emsley, Bert, 1889- 			Person		http://example.org/1095283#Agent700-25	
Vanier, Jean, 1928-	n80051353	100	Vanier, Jean, 1928-	n80051353	n80051353	0.8260869565	Vanier, Jean, 1928-			Person		http://example.org/1029577#Agent100-12	
Triffin, Robert	n79023285	100	Triffin, Robert	n79023285	n79023285	1	Triffin, Robert			Person		http://example.org/1020872#Agent100-10	
Foster, J. Bristol	n80113017	100	Foster, J. Bristol	n80113017	n80113017	0.9473684211	Foster, J. Bristol			Person		http://example.org/1071702#Agent100-10	
al-Razzāz, Munīf			al-Razzāz, Munīf				al-Razzāz, Munīf			Person		http://example.org/1041688#Agent100-10	
Holmes, Dwight Oliver Wendell, 1877-1963	n2002068320	100	Holmes, Dwight Oliver Wendell, 1877-1963	n2002068320	n2002068320	1	Holmes, Dwight Oliver Wendell, 1877-1963			Person		http://example.org/1070697#Agent100-12	
Tamuno, Tekena N.	n50008486	100	Tamuno, Tekena N	n50008486	n50008486	0.9411764706	Tamuno, Tekena N			Person		http://example.org/1051307#Agent100-15	
Rigo Sureda, A., 1943-			Rigo Sureda, A., 1943-				Rigo Sureda, A., 1943-			Person		http://example.org/1039102#Agent100-11	
United Nations	n79021345	100	United Nations		n79021345		United Nations	n79021345	0.9333333333	Organization		http://example.org/1039102#Agent610-19	
MacKinnon, George Watson			MacKinnon, George Watson				MacKinnon, George Watson			Person		http://example.org/1067492#Agent100-10	
University of British Columbia	n80015920	100	University of British Columbia		n80015920		University of British Columbia	n80015920	0.9677419355	Organization		http://example.org/1067492#Agent610-20	
Eldridge, H. J. (Herbert James)	no2010184573	100	Eldridge, H. J. (Herbert James)	no2010184573	no2010184573	1	Eldridge, H. J. (Herbert James)			Person		http://example.org/1014182#Agent100-10	
Haydon, Glen, 1896-1966	n50034040	100	Haydon, Glen, 1896-1966	n50034040	n50034040	1	Haydon, Glen, 1896-1966			Person		http://example.org/1083032#Agent100-10	
Avram, Benno	no95056553	100	Avram, Benno	no95056553	no95056553	0.9230769231	Avram, Benno			Person		http://example.org/1053532#Agent100-11	
Gottmann, Jean	n79109950	100	Gottmann, Jean	n79109950	n79109950	1	Gottmann, Jean			Person		http://example.org/1071916#Agent100-9	
Bouglé, Célestin Charles Alfred, 1870-1940	n50059463		Bouglé, Célestin Charles Alfred, 1870-1940	n50059463	n50059463	1	Bouglé, Célestin Charles Alfred, 1870-1940			Person		http://example.org/1021928#Agent100-10	
Sellars, Helen (Stalker), Mrs			Sellars, Helen (Stalker), Mrs				Sellars, Helen (Stalker), Mrs			Person		http://example.org/1021928#Agent700-19	
Marvin, Francis Sydney, 1863-1943	n50054375	100	Marvin, Francis Sydney, 1863-1943	n50054375	n50054375	1	Marvin, Francis Sydney, 1863-1943			Person		http://example.org/1053559#Agent100-10	
League of Nations	n79110921	100	League of Nations		n79110921		League of Nations	n79110921	0.9444444444	Organization		http://example.org/1053559#Agent610-18	
Franzen, Ulrich, 1921-2012	n89652492	100	Franzen, Ulrich, 1921-2012	n89652492	n89652492	1	Franzen, Ulrich, 1921-2012			Person		http://example.org/104637#Agent100-11	
Rudolph, Paul, 1918-1997	n50022474	100	Rudolph, Paul, 1918-1997	n50022474	n50022474	1	Rudolph, Paul, 1918-1997			Person		http://example.org/104637#Agent700-20	
Wolf, Peter M.	n80139305	100	Wolf, Peter M				Wolf, Peter M			Person		http://example.org/104637#Agent700-21	
Bellan, R. C. (Ruben Carl), 1918-	n50006809	84	Bellan, R. C. (Ruben Carl), 1918-				Bellan, R. C. (Ruben Carl), 1918-			Person		http://example.org/1030204#Agent100-19	
Rudy, Willis, 1920-	n50022451	100	Rudy, Willis, 1920-	n50022451	n50022451	0.8260869565	Rudy, Willis, 1920-			Person		http://example.org/1071426#Agent100-10	
Columbia University. Teachers College. Institute of Higher Education	n50053040	100	Columbia University. Teachers College. Institute of Higher Education		n50053040		Columbia University. Teachers College. Institute of Higher Education	n50053040	1	Organization		http://example.org/1071426#Agent710-19	
Twitchett, Kenneth J.	n50018941	100	Twitchett, Kenneth J	n50018941	n50018941	0.9523809524	Twitchett, Kenneth J			Person		http://example.org/1055015#Agent100-13	
United Nations	n79021345	100	United Nations		n79021345		United Nations	n79021345	0.9333333333	Organization		http://example.org/1055015#Agent610-23	
Hallo, William W.	n79148956	100	Hallo, William W	n79148956	n79148956	0.9411764706	Hallo, William W			Person		http://example.org/1097640#Agent100-13	
Dijk, J. J. A. van	n82055065	100	Dijk, J. J. A. van	n82055065	n82055065	1	Dijk, J. J. A. van			Person		http://example.org/1097640#Agent700-26	
Enheduanna	n82055064	100	Enheduanna	n82055064	n82055064	1	Enheduanna			Person		http://example.org/1097640#Agent700-27	
Wrottesley, Frederic John, 1880-1948	n85273575	100	Wrottesley, Frederic John, 1880-1948	n85273575	n85273575	1	Wrottesley, Frederic John, 1880-1948			Person		http://example.org/107109#Agent100-9	
Pearson, John, 1613-1686	n85053934	100	Pearson, John, 1613-1686	n85053934	n85053934	0.96	Pearson, John, 1613-1686			Person		http://example.org/1005997#Agent100-9	
Church of England	n79056234	100	Church of England		n79056234		Church of England	n79056234	1	Organization		http://example.org/1005997#Agent610-18	
Halliday, F. E. (Frank Ernest), 1903-	n79083975	92	Halliday, F. E. (Frank Ernest), 1903-	n79083975	n79083975	0.9024390244	Halliday, F. E. (Frank Ernest), 1903-			Person		http://example.org/103324#Agent100-11	
Solinus, C. Julius, 3rd century ?	n86113763	89	Solinus, C. Julius, 3rd century ?				Solinus, C. Julius, 3rd century ?			Person		http://example.org/1092031#Agent100-10	
Golding, Arthur, 1536-1606	n50034544	100	Golding, Arthur, 1536-1606	n50034544	n50034544	1	Golding, Arthur, 1536-1606			Person		http://example.org/1092031#Agent700-20	
Magary, James F.	no2001090098	100	Magary, James F	no2001090098	no2001090098	0.9375	Magary, James F			Person		http://example.org/1071500#Agent100-12	
Eichorn, John R.	no2001090095	100	Eichorn, John R	no2001090095	no2001090095	0.9375	Eichorn, John R			Person		http://example.org/1071500#Agent700-21	
Siegel, Ernest	n50024018	100	Siegel, Ernest	n50024018	n50024018	0.9333333333	Siegel, Ernest			Person		http://example.org/1004638#Agent100-18	
Barbe, Walter Burke, 1926-	n79141014	100	Barbe, Walter Burke, 1926-	n79141014	n79141014	0.8666666667	Barbe, Walter Burke, 1926-			Person		http://example.org/1071509#Agent100-12	
Levinson, Harry	n50049126	100	Levinson, Harry	n50049126	n50049126	1	Levinson, Harry			Person		http://example.org/1012988#Agent100-14	
McMurray, J. G. (J. Grant), 1924-	no2008143073	100	McMurray, J. G. (J. Grant), 1924-	no2008143073	no2008143073	0.9705882353	McMurray, J. G. (J. Grant), 1924-			Person		http://example.org/1037288#Agent100-10	
Hall, N. F. (Noel Frederick), 1902-	no00045511	100	Hall, N. F. (Noel Frederick), 1902-	no00045511	no00045511	1	Hall, N. F. (Noel Frederick), 1902-			Person		http://example.org/1017735#Agent100-11	
Stuvel, G. (Gerhard), 1917-	n87898895	100	Stuvel, G. (Gerhard), 1917-	n87898895	n87898895	1	Stuvel, G. (Gerhard), 1917-			Person		http://example.org/1020871#Agent100-10	
Poole, Reginald Lane, 1857-1939	n50019220	100	Poole, Reginald Lane, 1857-1939	n50019220	n50019220	1	Poole, Reginald Lane, 1857-1939			Person		http://example.org/1020264#Agent100-11	
Great Britain. Exchequer	n50072750	100	Great Britain. Exchequer				Great Britain. Exchequer			Jurisdiction		http://example.org/1020264#Agent610-19	
Phelps, William Lyon, 1865-1943	n50047693	100	Phelps, William Lyon, 1865-1943	n50047693	n50047693	1	Phelps, William Lyon, 1865-1943			Person		http://example.org/1066556#Agent100-10	
Jennings, Eugene E. (Eugene Emerson), 1926-	n85336647	100	Jennings, Eugene E. (Eugene Emerson), 1926-	n85336647	n85336647	1	Jennings, Eugene E. (Eugene Emerson), 1926-			Person		http://example.org/1012874#Agent100-10	
Uris, Auren	n79046054	100	Uris, Auren	n79046054	n79046054	0.9166666667	Uris, Auren			Person		http://example.org/1009753#Agent100-11	
Jennings, Eugene E. (Eugene Emerson), 1926-	n85336647	100	Jennings, Eugene E. (Eugene Emerson), 1926-	n85336647	n85336647	1	Jennings, Eugene E. (Eugene Emerson), 1926-			Person		http://example.org/1012876#Agent100-12	
Balinsky, Benjamin	no2008127492	100	Balinsky, Benjamin	no2008127492	no2008127492	1	Balinsky, Benjamin			Person		http://example.org/1012381#Agent100-10	
Burger, Ruth			Burger, Ruth				Burger, Ruth			Person		http://example.org/1012381#Agent700-21	
Randall, Clarence Belden, 1891-			Randall, Clarence Belden, 1891-				Randall, Clarence Belden, 1891-			Person		http://example.org/1012915#Agent100-11	
Fortune			Fortune				Fortune			Organization		http://example.org/1012842#Agent110-10	
Blake, Edward, 1833-1912	no92029774	100	Blake, Edward, 1833-1912	no92029774	no92029774	1	Blake, Edward, 1833-1912			Person		http://example.org/102073#Agent100-11	
Canada. Dept. of Justice	n50035313	88	Canada. Dept. of Justice				Canada. Dept. of Justice			Jurisdiction		http://example.org/102073#Agent710-22	
Ontario. Court of Appeal	n50002314	100	Ontario. Court of Appeal		n50002314		Ontario. Court of Appeal	n50002314	1	Jurisdiction		http://example.org/102073#Agent710-23	
Ontario. Dept. of the Attorney General	n81147500	92	Ontario. Dept. of the Attorney General		n81141717		Ontario. Dept. of the Attorney General	n81141717	0.8292682927	Jurisdiction		http://example.org/102073#Agent710-24	
Breckenridge, Adam Carlyle, 1916-	n82012320	100	Breckenridge, Adam Carlyle, 1916-	n82012320	n82012320	0.8918918919	Breckenridge, Adam Carlyle, 1916-			Person		http://example.org/1031049#Agent100-14	
Eley, Lynn W.	n81102630	100	Eley, Lynn W	n81102630	n81102630	0.9230769231	Eley, Lynn W			Person		http://example.org/1046731#Agent100-11	
Hodgson, R. (Richard)	n92076681	81	Hodgson, R. (Richard)				Hodgson, R. (Richard)			Person		http://example.org/1012863#Agent100-11	
Levinson, Daniel J			Levinson, Daniel J				Levinson, Daniel J			Person		http://example.org/1012863#Agent700-20	
Zaleznik, Abraham, 1924-	n50014710	100	Zaleznik, Abraham, 1924-	n50014710	n50014710	1	Zaleznik, Abraham, 1924- 			Person		http://example.org/1012863#Agent700-21	
Dixon, Robert L.	n81124873	100	Dixon, Robert L				Dixon, Robert L			Person		http://example.org/1014942#Agent100-13	
Haig, Robert Murray, 1887-1953	no94006248	100	Haig, Robert Murray, 1887-1953	no94006248	no94006248	1	Haig, Robert Murray, 1887-1953			Person		http://example.org/1023187#Agent100-11	
New York (N.Y.). Committee on Taxation	no2010194612	100	New York (N.Y.). Committee on Taxation		no2010194612		New York (N.Y.). Committee on Taxation	no2010194612	1	Jurisdiction		http://example.org/1023187#Agent710-24	
Hopkins, Terence K.	n80001461	100	Hopkins, Terence K	n80001461	n80001461	0.9473684211	Hopkins, Terence K			Person		http://example.org/1022948#Agent100-10	
International Conference on the Comparative Study of Adult Education, 1st, Exeter, N.H., 1966			International Conference on the Comparative Study of Adult Education, 1st, Exeter, N.H., 1966				International Conference on the Comparative Study of Adult Education, 1st, Exeter, N.H., 1966			Meeting		http://example.org/1072581#Agent111-12	
Liveright, A. A. (Alexander Albert), 1907-	nr91025500	100	Liveright, A. A. (Alexander Albert), 1907-	nr91025500	nr91025500	0.9761904762	Liveright, A. A. (Alexander Albert), 1907-			Person		http://example.org/1072581#Agent700-23	
Haygood, Noreen	n86871227	93	Haygood, Noreen	n86871227	n86871227	0.8333333333	Haygood, Noreen			Person		http://example.org/1072581#Agent700-24	
Marden, William	n94069969	100	Marden, William	n94069969	n94069969	1	Marden, William			Person		http://example.org/1030703#Agent100-11	
Roberts, Don D.	n96008158	100	Roberts, Don D	n96008158	n96008158	0.9333333333	Roberts, Don D			Person		http://example.org/1006652#Agent100-10	
Peirce, Charles S. (Charles Sanders), 1839-1914	n79034265	100	Peirce, Charles S. (Charles Sanders), 1839-1914	n79034265	n79034265	0.9791666667	Peirce, Charles S. (Charles Sanders), 1839-1914			Person		http://example.org/1006652#Agent600-19	
Wright, Quincy, 1890-1970	n80056647	100	Wright, Quincy, 1890-1970	n80056647	n80056647	0.9615384615	Wright, Quincy, 1890-1970			Person		http://example.org/1053349#Agent100-11	
Patton, Janice			Patton, Janice				Patton, Janice			Person		http://example.org/1076962#Agent100-14	
Burland, C. A. (Cottie Arthur), 1905-1983	n80039682	100	Burland, C. A. (Cottie Arthur), 1905-1983	n80039682	n80039682	1	Burland, C. A. (Cottie Arthur), 1905-1983			Person		http://example.org/1079772#Agent100-15	
Forman, Werner	n79061198	100	Forman, Werner	n79061198	n79061198	1	Forman, Werner			Person		http://example.org/1079772#Agent700-28	
Duerr, Michael G.	n50026935	100	Duerr, Michael G	n50026935	n50026935	0.9411764706	Duerr, Michael G			Person		http://example.org/1069141#Agent100-11	
European Economic Community	n79054869	100	European Economic Community		n79054869		European Economic Community	n79054869	0.9642857143	Organization		http://example.org/1069141#Agent610-21	
Conference Board	n79023184	100	Conference Board				Conference Board			Organization		http://example.org/1069141#Agent710-23	
Canadian Nurses' Association	n50039104	100	Canadian Nurses' Association		n50039104		Canadian Nurses' Association	n50039104	0.9642857143	Organization		http://example.org/1058594#Agent110-9	
