Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4
Day, Lewis F. (Lewis Foreman), 1845-1910	n79058963	100	Day, Lewis F. (Lewis Foreman), 1845-1910	n79058963	n79058963	1	Day, Lewis F. (Lewis Foreman), 1845-1910			Person		http://example.org/1088058#Agent100-11
Photo-lettering, inc., New York			Photo-lettering, inc., New York				Photo-lettering, inc., New York			Organization		http://example.org/1088077#Agent110-10
Rondthaler, Edward	n81067817	100	Rondthaler, Edward	n81067817	n81067817	1	Rondthaler, Edward			Person		http://example.org/1088077#Agent700-19
Japanese Cancer Association Symposium on Alpha-Fetoprotein and Hepatoma, 11th, Tokyo, 1971			Japanese Cancer Association Symposium on Alpha-Fetoprotein and Hepatoma, 11th, Tokyo, 1971				Japanese Cancer Association Symposium on Alpha-Fetoprotein and Hepatoma, 11th, Tokyo, 1971			Meeting		http://example.org/1046057#Agent111-11
Hirai, Hidematsu	n82236004	100	Hirai, Hidematsu	n82236004	n82236004	0.9411764705882353	Hirai, Hidematsu			Person		http://example.org/1046057#Agent700-22
Miyaji, Tōru, 1912-			Miyaji, Tōru, 1912-				Miyaji, Tōru, 1912-			Person		http://example.org/1046057#Agent700-23
Nihon Gan Gakkai	n79144913	100	Nihon Gan Gakkai		n79144913		Nihon Gan Gakkai	n79144913	1	Organization		http://example.org/1046057#Agent710-24
Chefresne, Dominique			Chefresne, Dominique				Chefresne, Dominique			Person		http://example.org/1056552#Agent100-10
Rivard, Raymond, 1935-			Rivard, Raymond, 1935-				Rivard, Raymond, 1935-			Person		http://example.org/1075727#Agent100-9
Beauregard, Alphonse, 1881-			Beauregard, Alphonse, 1881-				Beauregard, Alphonse, 1881-			Person		http://example.org/1075727#Agent600-19
Ecole littéraire de Montréal	n84174481	96	Ecole littéraire de Montréal		n84174481		Ecole littéraire de Montréal	n84174481	0.9642857142857143	Organization		http://example.org/1075727#Agent610-20
Roby, Yves, 1939-	nr92028687	100	Roby, Yves, 1939-	nr92028687	nr92028687	1	Roby, Yves, 1939-			Person		http://example.org/1018005#Agent100-12
Desjardins, Alphonse, 1854-1920	n90712909	100	Desjardins, Alphonse, 1854-1920	n90712909	n90712909	1	Desjardins, Alphonse, 1854-1920			Person		http://example.org/1018005#Agent600-20
Bakuntsʻ, Aksel, 1899-1937	n88058958	96	Bakuntsʻ, Aksel, 1899-1936	n88058958	n88058958	0.9615384615384616	Bakuntsʻ, Aksel, 1899-1936			Person		http://example.org/1065059#Agent100-10
About, Edmond, 1828-1885	n82001240	100	About, Edmond, 1828-1885	n82001240	n82001240	1	About, Edmond, 1828-1885			Person		http://example.org/10309#Agent100-11
Böll, Heinrich, 1917-1985	n79100649	98	Böll, Heinrich, 1917-1985	n79100649	n79100649	0.9615384615384616	Böll, Heinrich, 1917-1985			Person		http://example.org/108373#Agent100-10
Deutsches Literaturarchiv (Germany)	n80139719	100	Deutsches Literaturarchiv (Germany)		n80139719		Deutsches Literaturarchiv (Germany)	n80139719	1	Organization		http://example.org/1010776#Agent110-12
Hay, Gerhard	n50025024	100	Hay, Gerhard	n50025024	n50025024	0.9230769230769231	Hay, Gerhard			Person		http://example.org/1010776#Agent700-25
Rambaldo, Hartmut	n82043617	100	Rambaldo, Hartmut	n82043617	n82043617	1	Rambaldo, Hartmut			Person		http://example.org/1010776#Agent700-26
Storck, Joachim W.	n84112388	100	Storck, Joachim W	n84112388	n84112388	0.9444444444444444	Storck, Joachim W			Person		http://example.org/1010776#Agent700-27
Frisch, Max, 1911-1991	n80002513	100	Frisch, Max, 1911-1991	n80002513	n80002513	0.9565217391304348	Frisch, Max, 1911-1991			Person		http://example.org/108387#Agent100-11
Buber-Neumann, Margarete, 1901-1989	n82157891	100	Buber-Neumann, Margarete, 1901-1989	n82157891	n82157891	0.9722222222222222	Buber-Neumann, Margarete, 1901-1989			Person		http://example.org/1035654#Agent100-10
Ravensbrück (Concentration camp)	no96068008	98	Ravensbrück (Concentration camp)		no96068008		Ravensbrück (Concentration camp)	no96068008	1	Organization		http://example.org/1035654#Agent610-18
Karlag (Concentration camp)	no99003540	100	Karlag (Concentration camp)				Karlag (Concentration camp)			Organization		http://example.org/1035654#Agent610-19
Baskakov, Nikolaĭ Aleksandrovich	n80116967	92	Baskakov, Nikolaĭ Aleksandrovich				Baskakov, Nikolaĭ Aleksandrovich			Person		http://example.org/1099070#Agent100-10
Martí, Samuel	n80098244	96	Martí, Samuel	n80098244	n80098244	0.9285714285714286	Martí, Samuel			Person		http://example.org/1091879#Agent100-10
Kübler, Karl	n92060633	95	Kübler, Karl	n92060633	n92060633	1	Kübler, Karl			Person		http://example.org/1085462#Agent100-11
Lorck, Jean E			Lorck, Jean E				Lorck, Jean E			Person		http://example.org/1092826#Agent100-9
Holder, Alfred, 1840-1916	nr97044915	100	Holder, Alfred, 1840-1916				Holder, Alfred, 1840-1916			Person		http://example.org/1092228#Agent100-10
Fraenger, Wilhelm, 1890-1964	n85126883	100	Fraenger, Wilhelm, 1890-1964	n85126883	n85126883	0.9655172413793104	Fraenger, Wilhelm, 1890-1964			Person		http://example.org/1087073#Agent100-10
Brant, Sebastian, 1458-1521	n50043226	100	Brant, Sebastian, 1458-1521				Brant, Sebastian, 1458-1521			Person		http://example.org/1087073#Agent600-18
Weiditz, Hans, 16th century			Weiditz, Hans, 16th century				Weiditz, Hans, 16th century			Person		http://example.org/1087073#Agent600-19
Oettinger, Karl	no98077066	100	Oettinger, Karl	no98077066	no98077066	1	Oettinger, Karl			Person		http://example.org/1085682#Agent100-10
Altdorfer, Albrecht, approximately 1480-1538	n50053721	100	Altdorfer, Albrecht, approximately 1480-1538	n50053721	n50053721	1	Altdorfer, Albrecht, approximately 1480-1538			Person		http://example.org/1085682#Agent600-18
Günzel, Klaus	n81148966	96	Günzel, Klaus	n81148966	n81148966	0.8571428571428571	Günzel, Klaus			Person		http://example.org/1074538#Agent100-11
Schlesinger, Klaus	n85827579	100	Schlesinger, Klaus	n85827579	n85827579	1	Schlesinger, Klaus			Person		http://example.org/107925#Agent100-10
Stauder, Wilhelm, 1903-1981	nr95031660	100	Stauder, Wilhelm, 1903-1981	nr95031660	nr95031660	1	Stauder, Wilhelm, 1903-1981			Person		http://example.org/1083063#Agent100-10
Cheng, Charles W.	n82012350	100	Cheng, Charles W	n82012350	n82012350	0.9411764705882353	Cheng, Charles W			Person		http://example.org/107940#Agent100-13
Fine, Bernard D., 1917-	n88286412	100	Fine, Bernard D., 1917-	n88286412	n88286412	1	Fine, Bernard D., 1917-			Person		http://example.org/100547#Agent700-21
Waldhorn, Herbert F.	n50020069	100	Waldhorn, Herbert F	n50020069	n50020069	0.95	Waldhorn, Herbert F			Person		http://example.org/100547#Agent700-22
Hasselbrink, Gustav	n82090015	100	Hasselbrink, Gustav	n82090015	n82090015	1	Hasselbrink, Gustav			Person		http://example.org/1097606#Agent100-11
David, Martin H., 1935-	n50056484	100	David, Martin H., 1935-	n50056484	n50056484	1	David, Martin H., 1935-			Person		http://example.org/105224#Agent100-11
Brookings Institution	n81067841	100	Brookings Institution		n81067841		Brookings Institution	n81067841	0.9545454545454546	Organization		http://example.org/105224#Agent710-22
Kreinin, Mordechai Elihau, 1930-	n50043947	100	Kreinin, Mordechai Elihau, 1930-	n50043947	n50043947	0.8888888888888888	Kreinin, Mordechai Elihau, 1930-			Person		http://example.org/105488#Agent100-11
Michigan State University	n79054541	100	Michigan State University		n79054541		Michigan State University	n79054541	0.96	Jurisdiction		http://example.org/105488#Agent810-23
Johnson, Harry G. (Harry Gordon), 1923-1977	n80050352	100	Johnson, Harry G. (Harry Gordon), 1923-1977	n80050352	n80050352	1	Johnson, Harry G. (Harry Gordon), 1923-1977			Person		http://example.org/1016961#Agent100-11
Coates, Gary, 1947-	n81033115	100	Coates, Gary, 1947-	n81033115	n81033115	1	Coates, Gary, 1947- 			Person		http://example.org/1064504#Agent100-11
Butler, Stephen	n2005049105	100	Butler, Stephen				Butler, Stephen			Person		http://example.org/1077171#Agent100-11
Peck, Susan Stowell Brewster, 1874-1963	n2010045345	100	Peck, Susan Stowell Brewster, 1874-1963	n2010045345	n2010045345	1	Peck, Susan Stowell Brewster, 1874-1963			Person		http://example.org/1077171#Agent700-22
Housing Assistance Council	n87818773	100	Housing Assistance Council		n87818773		Housing Assistance Council	n87818773	1	Organization		http://example.org/1077171#Agent710-23
Beach, Charles M.	n82120646	100	Beach, Charles M	n82120646	n82120646	0.9411764705882353	Beach, Charles M			Person		http://example.org/101590#Agent100-9
MacKinnon, James G.	n50041852	100	MacKinnon, James G	n50041852	n50041852	0.8947368421052632	MacKinnon, James G			Person		http://example.org/101590#Agent700-21
Joyce, Bruce R.	n79138692	100	Joyce, Bruce R	n79138692	n79138692	0.9333333333333333	Joyce, Bruce R			Person		http://example.org/1064418#Agent100-12
Optiz, Reinhard, 1934- 			Optiz, Reinhard, 1934- 				Optiz, Reinhard, 1934- 			Person		http://example.org/1026613#Agent700-20
Hitzer, Friedrich	n82050396	100	Hitzer, Friedrich	n82050396	n82050396	1	Hitzer, Friedrich			Person		http://example.org/1026613#Agent700-21
Abendroth, Wolfgang	n50034828	100	Abendroth, Wolfgang	n50034828	n50034828	1	Abendroth, Wolfgang			Person		http://example.org/1026613#Agent700-22
Johns, Roe Lyell, 1900-	n50038927	100	Johns, Roe Lyell, 1900-	n50038927	n50038927	1	Johns, Roe Lyell, 1900-			Person		http://example.org/1071628#Agent100-10
Alexander, Kern	n79129101	100	Alexander, Kern	n79129101	n79129101	0.9375	Alexander, Kern			Person		http://example.org/1071628#Agent700-23
National Educational Finance Project	n50063055	100	National Educational Finance Project		n50063055		National Educational Finance Project	n50063055	1	Organization		http://example.org/1071628#Agent710-24
Rigby, Andrew	nb2001042412	100	Rigby, Andrew	nb2001042412	nb2001042412	1	Rigby, Andrew			Person		http://example.org/1054420#Agent100-13
Iowa State University. Center for Agricultural and Economic Development	n80145531	100	Iowa State University. Center for Agricultural and Economic Development		n80145531		Iowa State University. Center for Agricultural and Economic Development	n80145531	1	Organization		http://example.org/1002303#Agent710-24
Holleb, Gordon P.	no2004048421	100	Holleb, Gordon P	no2004048421	no2004048421	0.9411764705882353	Holleb, Gordon P			Person		http://example.org/1076066#Agent100-11
Abrams, Walter H.	n88008262	100	Abrams, Walter H	n88008262	n88008262	0.9411764705882353	Abrams, Walter H			Person		http://example.org/1076066#Agent700-22
Rusk, Bruce	no2005115985	100	Rusk, Bruce	no2005115985	no2005115985	1	Rusk, Bruce			Person		http://example.org/1059261#Agent700-26
Ontario Institute for Studies in Education	n80061205	100	Ontario Institute for Studies in Education		n80061205		Ontario Institute for Studies in Education	n80061205	0.9767441860465116	Organization		http://example.org/1059261#Agent710-27
Hillocks, George			Hillocks, George				Hillocks, George			Person		http://example.org/1064839#Agent100-13
ERIC Clearinghouse on Reading and Communication Skills	n79053768	100	ERIC Clearinghouse on Reading and Communication Skills		n79053768		ERIC Clearinghouse on Reading and Communication Skills	n79053768	1	Organization		http://example.org/1064839#Agent810-25
Radical Alternatives to Prison. Holloway Campaign Group			Radical Alternatives to Prison. Holloway Campaign Group				Radical Alternatives to Prison. Holloway Campaign Group			Organization		http://example.org/1069951#Agent110-11
Holloway Prison for Women, London			Holloway Prison for Women, London				Holloway Prison for Women, London			Organization		http://example.org/1069951#Agent610-19
Tax Institute of America	n80102111	100	Tax Institute of America		n80102111		Tax Institute of America	n80102111	1	Organization		http://example.org/1022082#Agent110-11
Smith, Dan Throop	n50014269	100	Smith, Dan Throop	n50014269	n50014269	1	Smith, Dan Throop			Person		http://example.org/1022082#Agent700-20
Milton, Ohmer	n50033367	100	Milton, Ohmer	n50033367	n50033367	0.9285714285714286	Milton, Ohmer			Person		http://example.org/1066783#Agent100-13
Dunn, Ted	nr90024172	100	Dunn, Ted	nr90024172	nr90024172	0.9	Dunn, Ted			Person		http://example.org/1053772#Agent700-18
Ferguson, John, 1921-1989	n79117240	100	Ferguson, John, 1921-1989	n79117240	n79117240	1	Ferguson, John, 1921-1989			Person		http://example.org/1053772#Agent700-19
Commoner, Barry, 1917-2012	n79042206	100	Commoner, Barry, 1917-2012	n79042206	n79042206	1	Commoner, Barry, 1917-2012			Person		http://example.org/101886#Agent700-22
Boksenbaum, Howard	no2001090385	100	Boksenbaum, Howard	no2001090385	no2001090385	1	Boksenbaum, Howard			Person		http://example.org/101886#Agent700-23
Corr, Michael	n50016417	100	Corr, Michael	n50016417	n50016417	1	Corr, Michael			Person		http://example.org/101886#Agent700-24
Scientists' Institute for Public Information. Electric Power Task Force	n50005755	100	Scientists' Institute for Public Information. Electric Power Task Force		n50005755		Scientists' Institute for Public Information. Electric Power Task Force	n50005755	1	Organization		http://example.org/101886#Agent710-25
American Association for the Advancement of Science. Committee on Environmental Alterations. Power Study Group	no2001100192	100	American Association for the Advancement of Science. Committee on Environmental Alterations. Power Study Group		no2001100192		American Association for the Advancement of Science. Committee on Environmental Alterations. Power Study Group	no2001100192	1	Organization		http://example.org/101886#Agent710-26
Martin, Warren Bryan	n50075869	100	Martin, Warren Bryan	n50075869	n50075869	1	Martin, Warren Bryan			Person		http://example.org/1067456#Agent100-13
Pozdena, Rudolf			Pozdena, Rudolf				Pozdena, Rudolf			Person		http://example.org/1068394#Agent100-9
Lucius, Friedrich Salomo			Lucius, Friedrich Salomo				Lucius, Friedrich Salomo			Person		http://example.org/1031546#Agent100-10
Freemasons	n79063993	100	Freemasons				Freemasons			Organization		http://example.org/1031546#Agent610-18
Glaser, Kurt, 1880- 	no2017017991	86	Glaser, Kurt, 1880- 	no2017017991	no2017017991	0.8260869565217391	Glaser, Kurt, 1880- 			Person		http://example.org/1093705#Agent100-10
Usener, Hermann, 1834-1905	n87918221	100	Usener, Hermann, 1834-1905	n87918221	n87918221	1	Usener, Hermann, 1834-1905			Person		http://example.org/1090195#Agent100-10
Schlosser, Horst Dieter, 1937-	n86800713	100	Schlosser, Horst Dieter, 1937-	n86800713	n86800713	1	Schlosser, Horst Dieter, 1937- 			Person		http://example.org/1053123#Agent100-11
Bronstein, Léo	n79073587	96	Bronstein, Léo	n79073587	n79073587	1	Bronstein, Léo			Person		http://example.org/1086683#Agent100-10
Altichiero da Zevio, active 1379-1384			Altichiero da Zevio, active 1379-1384				Altichiero da Zevio, active 1379-1384			Person		http://example.org/1086683#Agent600-18
Samuelson, G. Allan	n85361792	100	Samuelson, G. Allan	n85361792	n85361792	0.95	Samuelson, G. Allan			Person		http://example.org/1014224#Agent100-10
Caland, W. (Willem), 1859-1932	n84135758	100	Caland, W. (Willem), 1859-1932	n84135758	n84135758	1	Caland, W. (Willem), 1859-1932			Person		http://example.org/1037472#Agent100-12
Pokorny, Julius, 1887-1970	n81029767	100	Pokorny, Julius, 1887-1970	n81029767	n81029767	1	Pokorny, Julius, 1887-1970			Person		http://example.org/1092237#Agent100-10
Lloria, Matilde			Lloria, Matilde				Lloria, Matilde			Person		http://example.org/1093413#Agent100-10
Wiese, Berthold, 1859-1932	n85316558	100	Wiese, Berthold, 1859-1932	n85316558	n85316558	1	Wiese, Berthold, 1859-1932			Person		http://example.org/1092790#Agent100-10
Jacobsohn, Hermann, 1879-1953	n88676164	100	Jacobsohn, Hermann, 1879-1953	n88676164	n88676164	1	Jacobsohn, Hermann, 1879-1953			Person		http://example.org/1038734#Agent100-11
Ranke, Friedrich, 1882-1950	n83011227	100	Ranke, Friedrich, 1882-1950	n83011227	n83011227	1	Ranke, Friedrich, 1882-1950			Person		http://example.org/1095215#Agent100-10
Hofmann, Dietrich	n90603627	100	Hofmann, Dietrich				Hofmann, Dietrich			Person		http://example.org/1095215#Agent700-19
Brenner, Oskar, 1854-1920	n88614600	100	Brenner, Oskar, 1854-1920	n88614600	n88614600	1	Brenner, Oskar, 1854-1920			Person		http://example.org/1095209#Agent100-10
Macaulay, Jacqueline	n80046519	100	Macaulay, Jacqueline	n80046519	n80046519	0.9523809523809523	Macaulay, Jacqueline			Person		http://example.org/1022885#Agent700-25
Berkowitz, Leonard, 1926-	n79126438	100	Berkowitz, Leonard, 1926- 	n79126438	n79126438	0.8620689655172413	Berkowitz, Leonard, 1926- 			Person		http://example.org/1022885#Agent700-26
Buschor, Ernst, 1886-1961	n85154397	100	Buschor, Ernst, 1886-1961	n85154397	n85154397	1	Buschor, Ernst, 1886-1961			Person		http://example.org/1084789#Agent100-11
Bergmann, Rolf	n50007490	100	Bergmann, Rolf	n50007490	n50007490	1	Bergmann, Rolf			Person		http://example.org/1054278#Agent100-12
Pauly, Peter	n82254903	100	Pauly, Peter	n82254903	n82254903	1	Pauly, Peter			Person		http://example.org/1054278#Agent700-23
Bright, William, 1928-2006	n50041430	100	Bright, William, 1928-2006	n50041430	n50041430	1	Bright, William, 1928-2006			Person		http://example.org/1099480#Agent100-14
Aluminum Company of America	n82076349	100	Aluminum Company of America		n82076349		Aluminum Company of America	n82076349	1	Organization		http://example.org/1028056#Agent110-9
Wesleyan University (Middletown, Conn.)	n80034912	100	Wesleyan University (Middletown, Conn.)		n80034912		Wesleyan University (Middletown, Conn.)	n80034912	0.8974358974358975	Organization		http://example.org/1073578#Agent110-10
Nicolson, Frank Walter, 1864- 			Nicolson, Frank Walter, 1864- 				Nicolson, Frank Walter, 1864- 			Person		http://example.org/1073578#Agent700-19
